Aque_Archaeo_1;Slac_0	Aque_Archaeo_1;Slac_0_pval1	Aque_Archaeo_1;Slac_0_pval2	Aque_Archaeo_1;Slac_21	Aque_Archaeo_1;Slac_21_pval1	Aque_Archaeo_1;Slac_21_pval2	Aque_Archaeo_1;Slac_3	Aque_Archaeo_1;Slac_3_pval1	Aque_Archaeo_1;Slac_3_pval2	Aque_Archaeo_1;Slac_5	Aque_Archaeo_1;Slac_5_pval1	Aque_Archaeo_1;Slac_5_pval2	Aque_Bactericidal;Slac_31	Aque_Bactericidal;Slac_31_pval1	Aque_Bactericidal;Slac_31_pval2	Aque_Choano_to_pinaco;Slac_15	Aque_Choano_to_pinaco;Slac_15_pval1	Aque_Choano_to_pinaco;Slac_15_pval2	Aque_Choano_to_pinaco;Slac_24	Aque_Choano_to_pinaco;Slac_24_pval1	Aque_Choano_to_pinaco;Slac_24_pval2	Aque_Choano_to_pinaco;Slac_32	Aque_Choano_to_pinaco;Slac_32_pval1	Aque_Choano_to_pinaco;Slac_32_pval2	Aque_Choanocytes_1;Slac_25	Aque_Choanocytes_1;Slac_25_pval1	Aque_Choanocytes_1;Slac_25_pval2	Aque_Choanocytes_2;Slac_25	Aque_Choanocytes_2;Slac_25_pval1	Aque_Choanocytes_2;Slac_25_pval2	Aque_Choanocytes_2;Slac_30	Aque_Choanocytes_2;Slac_30_pval1	Aque_Choanocytes_2;Slac_30_pval2	Aque_Pinaco_1;Slac_14	Aque_Pinaco_1;Slac_14_pval1	Aque_Pinaco_1;Slac_14_pval2	Aque_Pinaco_1;Slac_17	Aque_Pinaco_1;Slac_17_pval1	Aque_Pinaco_1;Slac_17_pval2	Aque_Pinaco_1;Slac_22	Aque_Pinaco_1;Slac_22_pval1	Aque_Pinaco_1;Slac_22_pval2	Aque_Pinaco_1;Slac_8	Aque_Pinaco_1;Slac_8_pval1	Aque_Pinaco_1;Slac_8_pval2	Aque_Sperm;Slac_4	Aque_Sperm;Slac_4_pval1	Aque_Sperm;Slac_4_pval2	Aque_Unk_1;Slac_4	Aque_Unk_1;Slac_4_pval1	Aque_Unk_1;Slac_4_pval2
Aque_Aqu2.1.22710-001;Slac_ENSLPGG00000017323	1.3243501395407459e-103	2.6260173313222563e-236	Aque_Aqu2.1.42549-001;Slac_ENSLPGG00000030160	4.864952737528873e-51	4.829352076372421e-05	Aque_Aqu2.1.31038-001;Slac_ENSLPGG00000018181	1.0272479399297856e-48	8.363124698016115e-89	Aque_Aqu2.1.39147-001;Slac_ENSLPGG00000029327	2.5070991514612063e-37	1.0480708940969998e-185	Aque_Aqu2.1.24004-001;Slac_ENSLPGG00000018774	0.00015476934393270195	0.007970824387419017	Aque_Aqu2.1.29479-001;Slac_ENSLPGG00000007158	1.027025061779397e-11	1.2305328596950784e-25	Aque_Aqu2.1.40890-001;Slac_ENSLPGG00000029707	0.0037159633453467686	7.121151201751463e-18	Aque_Aqu2.1.29479-001;Slac_ENSLPGG00000001139	1.027025061779397e-11	1.0794946248240394e-08	Aque_Aqu2.1.32241-001;Slac_ENSLPGG00000023350	1.5716518072592125e-35	0.0009776894267064676	Aque_Aqu2.1.29887-001;Slac_ENSLPGG00000009790	6.92630964062219e-18	5.8232090697647964e-08	Aque_Aqu2.1.19922-001;Slac_ENSLPGG00000020578	1.1973175788444056e-06	1.0679719099689804e-56	Aque_Aqu2.1.36501-001;Slac_ENSLPGG00000012340	4.0103739281320257e-07	0.0	Aque_Aqu2.1.28495-001;Slac_ENSLPGG00000008750	4.458325986516477e-24	8.530991638627806e-36	Aque_Aqu2.1.40997-001;Slac_ENSLPGG00000019726	3.831716522362373e-96	1.5454624451643245e-81	Aque_Aqu2.1.15643-001;Slac_ENSLPGG00000020706	1.378157857410754e-124	0.00019249484478877987	Aque_Aqu2.1.41302-001;Slac_ENSLPGG00000010615	1.7129236125123054e-28	6.835112163503473e-257	Aque_Aqu2.1.32861-001;Slac_ENSLPGG00000011506	1.1714485705240073e-22	5.633988894633641e-06
Aque_Aqu2.1.18813-001;Slac_ENSLPGG00000028380	1.5941414811933208e-143	2.161155439330363e-245	Aque_Aqu2.1.04943-001;Slac_ENSLPGG00000000928	1.7992188705826774e-46	1.2481151285348214e-98	Aque_Aqu2.1.43309-001;Slac_ENSLPGG00000007673	1.4807065078763136e-142	6.150800880157484e-37	Aque_Aqu2.1.04943-001;Slac_ENSLPGG00000000928	1.7992188705826774e-46	2.5124961031891197e-263	Aque_Aqu2.1.33545-001;Slac_ENSLPGG00000018774	0.0027538459266635462	0.007970824387419017	Aque_Aqu2.1.28944-001;Slac_ENSLPGG00000014432	3.6090163242932247e-32	2.763045349494756e-39	Aque_Aqu2.1.41929-001;Slac_ENSLPGG00000029146	0.00020834678141172307	1.5191170790595681e-05	Aque_Aqu2.1.26998-001;Slac_ENSLPGG00000007158	3.197778486344573e-06	4.969353227696443e-20	Aque_Aqu2.1.17701-001;Slac_ENSLPGG00000007479	1.7147648641153927e-21	0.00035814504713363167	Aque_Aqu2.1.23244-001;Slac_ENSLPGG00000014386	1.0885934844745446e-29	1.1292813631157257e-56	Aque_Aqu2.1.19922-001;Slac_ENSLPGG00000020866	1.1973175788444056e-06	1.408090205453169e-51	Aque_Aqu2.1.23247-001;Slac_ENSLPGG00000013844	8.210853499627593e-119	4.751279793435816e-194	Aque_Aqu2.1.14505-001;Slac_ENSLPGG00000002251	4.1608280773534837e-17	1.0703518826219367e-12	Aque_Aqu2.1.08677-001;Slac_ENSLPGG00000015888	7.208488648075431e-16	6.368500805089567e-26	Aque_Aqu2.1.29513-001;Slac_ENSLPGG00000017789	4.936567704134594e-26	1.9094305321591624e-24	Aque_Aqu2.1.43963-001;Slac_ENSLPGG00000024879	9.261924481854956e-06	0.0	Aque_Aqu2.1.43278-001;Slac_ENSLPGG00000007292	0.00047616621592022325	1.3493236933206378e-19
Aque_Aqu2.1.43837-001;Slac_ENSLPGG00000030026	1.1210704729117143e-102	0.0	Aque_Aqu2.1.33740-001;Slac_ENSLPGG00000011571	1.0543340401031923e-102	1.6908400915540935e-56	Aque_Aqu2.1.41195-001;Slac_ENSLPGG00000011674	1.6646534696328347e-107	3.3170087566869173e-112	Aque_Aqu2.1.16620-001;Slac_ENSLPGG00000005401	3.397334660599216e-165	2.3421129342282908e-26	Aque_Aqu2.1.41520-001;Slac_ENSLPGG00000020178	2.1890053557825215e-07	0.008497928600987774	Aque_Aqu2.1.43482-001;Slac_ENSLPGG00000017003	1.9502722948097634e-26	0.0010648454651062261	Aque_Aqu2.1.37137-001;Slac_ENSLPGG00000002171	1.643277675461539e-16	2.0039843010385572e-48	Aque_Aqu2.1.43788-001;Slac_ENSLPGG00000015099	1.2849197808890718e-08	5.637710037603953e-09	Aque_Aqu2.1.23244-001;Slac_ENSLPGG00000017421	5.2814784068730136e-39	1.497288984054605e-08	Aque_Aqu2.1.33047-001;Slac_ENSLPGG00000026194	1.344591319154037e-14	6.674291937003132e-10	Aque_Aqu2.1.19922-001;Slac_ENSLPGG00000010570	1.1973175788444056e-06	2.0632134805623925e-53	Aque_Aqu2.1.23245-001;Slac_ENSLPGG00000013844	2.527911622459719e-106	4.751279793435816e-194	Aque_Aqu2.1.41892-001;Slac_ENSLPGG00000018987	5.2142493076430264e-14	3.791882775025262e-229	Aque_Aqu2.1.31379-001;Slac_ENSLPGG00000021402	3.461111847443033e-18	2.454971510320962e-13	Aque_Aqu2.1.31379-001;Slac_ENSLPGG00000021402	3.461111847443033e-18	2.2504082942667657e-43	Aque_Aqu2.1.40905-001;Slac_ENSLPGG00000014308	3.920453627010159e-23	0.0	Aque_Aqu2.1.41583-001;Slac_ENSLPGG00000000967	3.1649988563463466e-09	3.7385571220871463e-84
Aque_Aqu2.1.41064-001;Slac_ENSLPGG00000022135	3.157095835580321e-40	9.957479700073277e-78	Aque_Aqu2.1.22710-001;Slac_ENSLPGG00000017323	1.3243501395407459e-103	3.8446497482787126e-66	Aque_Aqu2.1.26386-001;Slac_ENSLPGG00000010983	1.5137191822064672e-111	1.9300062372845804e-39	Aque_Aqu2.1.34860-001;Slac_ENSLPGG00000010851	1.2852695968093314e-58	5.271009206434796e-96	Aque_Aqu2.1.38146-001;Slac_ENSLPGG00000012949	0.001071762000244394	1.1790089777244284e-26	Aque_Aqu2.1.28495-001;Slac_ENSLPGG00000011327	3.050594406121623e-25	0.0016877695055628826	Aque_Aqu2.1.30867-001;Slac_ENSLPGG00000021520	8.811394793769746e-08	1.1192892414117911e-44	Aque_Aqu2.1.29479-001;Slac_ENSLPGG00000021520	1.027025061779397e-11	0.008152652185200318	Aque_Aqu2.1.31581-001;Slac_ENSLPGG00000007495	3.0135947487236637e-27	0.006460960068050315	Aque_Aqu2.1.23244-001;Slac_ENSLPGG00000017421	1.0885934844745446e-29	1.497288984054605e-08	Aque_Aqu2.1.23389-001;Slac_ENSLPGG00000009760	1.181117757917774e-23	2.498785445450369e-32	Aque_Aqu2.1.40413-001;Slac_ENSLPGG00000026137	4.5608643156530816e-45	1.6047255062722863e-30	Aque_Aqu2.1.44221-001;Slac_ENSLPGG00000018391	5.994069235373014e-92	8.80674281685354e-58	Aque_Aqu2.1.31379-001;Slac_ENSLPGG00000022008	3.461111847443033e-18	5.8169367704063345e-09	Aque_Aqu2.1.28223-001;Slac_ENSLPGG00000007730	1.3844036382592803e-13	0.0	Aque_Aqu2.1.36053-001;Slac_ENSLPGG00000019524	1.670169548789497e-10	0.000532370108241916	Aque_Aqu2.1.30498-001;Slac_ENSLPGG00000020554	0.003435781341412423	4.981204210162085e-06
Aque_Aqu2.1.33636-001;Slac_ENSLPGG00000022969	1.2164548748428428e-123	1.7582904385899225e-265	Aque_Aqu2.1.37079-001;Slac_ENSLPGG00000014397	6.987535709667499e-114	1.1242676194211744e-127	Aque_Aqu2.1.29989-001;Slac_ENSLPGG00000002916	4.122966021694138e-114	4.3918337799036116e-63	Aque_Aqu2.1.33636-001;Slac_ENSLPGG00000022969	1.2164548748428428e-123	6.156071274885126e-165	Aque_Aqu2.1.38560-001;Slac_ENSLPGG00000006923	0.0025123364260394966	0.0018005305476047728	Aque_Aqu2.1.40890-001;Slac_ENSLPGG00000029707	0.0037159633453467686	6.961323817075091e-10	Aque_Aqu2.1.01979-001;Slac_ENSLPGG00000021520	0.007012591066954428	1.1192892414117911e-44	Aque_Aqu2.1.35513-001;Slac_ENSLPGG00000014037	8.033421574211273e-25	1.7369126307804394e-11	Aque_Aqu2.1.27832-001;Slac_ENSLPGG00000026194	5.939276265577746e-23	6.674291937003132e-10	Aque_Aqu2.1.35781-001;Slac_ENSLPGG00000007429	2.9643336706072914e-07	4.418161961231622e-53	Aque_Aqu2.1.43733-001;Slac_ENSLPGG00000025488	4.248328240934453e-206	2.787079609083102e-204	Aque_Aqu2.1.41989-001;Slac_ENSLPGG00000004351	7.953537235757875e-32	4.011396952539068e-120	Aque_Aqu2.1.14505-001;Slac_ENSLPGG00000007322	4.1608280773534837e-17	1.8319456033269103e-86	Aque_Aqu2.1.40044-001;Slac_ENSLPGG00000010574	2.8322222814374473e-28	7.993687709690774e-20	Aque_Aqu2.1.43555-001;Slac_ENSLPGG00000007730	9.172629855478385e-23	0.0	Aque_Aqu2.1.40905-001;Slac_ENSLPGG00000009166	3.920453627010159e-23	6.764553656032244e-94	Aque_Aqu2.1.40608-001;Slac_ENSLPGG00000005021	1.1256965272887042e-07	2.512602881253616e-96
Aque_Aqu2.1.12854-001;Slac_ENSLPGG00000000928	8.308052623456065e-109	3.2634904038385812e-285	Aque_Aqu2.1.28816-001;Slac_ENSLPGG00000010719	1.0840523851845123e-95	3.880271787998556e-92	Aque_Aqu2.1.43964-001;Slac_ENSLPGG00000027192	2.812363658409223e-98	5.592164874133152e-52	Aque_Aqu2.1.27063-001;Slac_ENSLPGG00000023230	3.201242607069932e-92	2.1930023983566287e-197	Aque_Aqu2.1.41520-001;Slac_ENSLPGG00000018774	2.1890053557825215e-07	0.007970824387419017	Aque_Aqu2.1.37137-001;Slac_ENSLPGG00000002171	1.643277675461539e-16	4.811942582704965e-16	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000021520	1.662739836406084e-09	1.1192892414117911e-44	Aque_Aqu2.1.37137-001;Slac_ENSLPGG00000022031	1.643277675461539e-16	0.0026640309671868865	Aque_Aqu2.1.19904-001;Slac_ENSLPGG00000028142	1.872445524020759e-55	3.7139133484272695e-30	Aque_Aqu2.1.38750-001;Slac_ENSLPGG00000013069	4.160461261776937e-93	1.8352583169197938e-25	Aque_Aqu2.1.43733-001;Slac_ENSLPGG00000019084	4.248328240934453e-206	1.26640156087933e-195	Aque_Aqu2.1.28940-001;Slac_ENSLPGG00000014078	0.0008919440334010753	1.1718410859204122e-156	Aque_Aqu2.1.38554-001;Slac_ENSLPGG00000009625	3.744897044029404e-35	1.2756775077314428e-25	Aque_Aqu2.1.28495-001;Slac_ENSLPGG00000009453	4.458325986516477e-24	2.3985592499326432e-20	Aque_Aqu2.1.24982-001;Slac_ENSLPGG00000009509	6.201017404049446e-34	2.1231829488265258e-26	Aque_Aqu2.1.28533-001;Slac_ENSLPGG00000015186	0.001954189613458916	1.9400219912856085e-23	Aque_Aqu2.1.39820-001;Slac_ENSLPGG00000006723	2.202522684060231e-06	1.0097123505710865e-270
Aque_Aqu2.1.41260-001;Slac_ENSLPGG00000008330	1.638108573287336e-99	9.076562438298935e-170	Aque_Aqu2.1.15787-001;Slac_ENSLPGG00000026812	7.592400004336438e-49	1.7254620203569683e-109	Aque_Aqu2.1.26225-001;Slac_ENSLPGG00000004270	1.4585812166144586e-112	1.5464179329081114e-200	Aque_Aqu2.1.09762-001;Slac_ENSLPGG00000011626	2.728546897831895e-124	1.4383957330466857e-179	Aque_Aqu2.1.41302-001;Slac_ENSLPGG00000010615	0.005845948609636158	3.647667551224453e-09	Aque_Aqu2.1.24981-001;Slac_ENSLPGG00000009456	2.561124602315965e-06	2.044657316403011e-71	Aque_Aqu2.1.29479-001;Slac_ENSLPGG00000006271	1.027025061779397e-11	6.725810871771657e-11	Aque_Aqu2.1.43788-001;Slac_ENSLPGG00000012981	1.2849197808890718e-08	1.093992624089611e-41	Aque_Aqu2.1.23244-001;Slac_ENSLPGG00000014386	5.2814784068730136e-39	1.1292813631157257e-56	Aque_Aqu2.1.40987-001;Slac_ENSLPGG00000023350	7.284598192951569e-37	0.0009776894267064676	Aque_Aqu2.1.23389-001;Slac_ENSLPGG00000014944	1.181117757917774e-23	2.3284328140917547e-18	Aque_Aqu2.1.35204-001;Slac_ENSLPGG00000015673	3.1516145313605166e-17	2.7424276754677205e-11	Aque_Aqu2.1.38554-001;Slac_ENSLPGG00000005134	3.744897044029404e-35	3.881947193937805e-19	Aque_Aqu2.1.43637-001;Slac_ENSLPGG00000029928	8.152574204947499e-32	5.511586306487166e-15	Aque_Aqu2.1.29497-001;Slac_ENSLPGG00000014782	6.077919633614359e-57	1.0227457240849187e-58	Aque_Aqu2.1.21550-001;Slac_ENSLPGG00000005021	0.0003177388868589658	2.512602881253616e-96	Aque_Aqu2.1.37439-001;Slac_ENSLPGG00000002427	5.453493506227869e-36	2.288774314929366e-11
Aque_Aqu2.1.12657-001;Slac_ENSLPGG00000004375	2.9043498226616313e-98	1.6563954483441163e-231	Aque_Aqu2.1.40908-001;Slac_ENSLPGG00000015371	4.597924904219899e-109	7.423663261374533e-85	Aque_Aqu2.1.31388-001;Slac_ENSLPGG00000002802	0.0006755546556821743	0.0	Aque_Aqu2.1.41635-001;Slac_ENSLPGG00000019527	1.35534995308407e-94	1.3092089829278838e-171	Aque_Aqu2.1.40044-001;Slac_ENSLPGG00000010574	0.0040871664303165365	1.2198885770587198e-09	Aque_Aqu2.1.21208-001;Slac_ENSLPGG00000017522	0.009823782723145305	7.529075582906891e-11	Aque_Aqu2.1.29479-001;Slac_ENSLPGG00000001139	1.027025061779397e-11	1.364164359996385e-34	Aque_Aqu2.1.23245-001;Slac_ENSLPGG00000013844	6.412219767578961e-13	8.041911962726058e-49	Aque_Aqu2.1.35781-001;Slac_ENSLPGG00000007429	5.1906912218938814e-08	4.418161961231622e-53	Aque_Aqu2.1.38752-001;Slac_ENSLPGG00000013069	1.5804020643111057e-187	1.8352583169197938e-25	Aque_Aqu2.1.43733-001;Slac_ENSLPGG00000025765	4.248328240934453e-206	2.8786681826425163e-147	Aque_Aqu2.1.36565-001;Slac_ENSLPGG00000011583	4.250044864508634e-18	2.1096010570290062e-10	Aque_Aqu2.1.38390-001;Slac_ENSLPGG00000009625	3.283777108141531e-31	1.2756775077314428e-25	Aque_Aqu2.1.14505-001;Slac_ENSLPGG00000014205	4.1608280773534837e-17	1.7093352219014287e-21	Aque_Aqu2.1.44221-001;Slac_ENSLPGG00000012949	5.994069235373014e-92	4.158510428091382e-240	Aque_Aqu2.1.25768-001;Slac_ENSLPGG00000012981	2.222481593243513e-07	1.9635955399465848e-264	Aque_Aqu2.1.31245-001;Slac_ENSLPGG00000030313	0.0028843650854585186	4.801048661156323e-14
Aque_Aqu2.1.43341-001;Slac_ENSLPGG00000007608	5.594181239016693e-111	0.0	Aque_Aqu2.1.31194-001;Slac_ENSLPGG00000008469	9.479286352586293e-109	1.466035622163472e-144	Aque_Aqu2.1.37774-001;Slac_ENSLPGG00000007363	7.700554024937936e-21	7.4723889631911e-42	Aque_Aqu2.1.41064-001;Slac_ENSLPGG00000022135	3.157095835580321e-40	1.7520507197809972e-30	Aque_Aqu2.1.42203-001;Slac_ENSLPGG00000021186	3.150184887500491e-07	4.550271614107958e-05	Aque_Aqu2.1.31388-001;Slac_ENSLPGG00000009899	0.009403421798818682	2.1084427922628346e-60	Aque_Aqu2.1.34848-001;Slac_ENSLPGG00000007243	6.8715691931382365e-31	9.307846232261812e-15	Aque_Aqu2.1.43788-001;Slac_ENSLPGG00000014205	1.2849197808890718e-08	4.942981006752245e-12	Aque_Aqu2.1.43434-001;Slac_ENSLPGG00000007104	5.944697149665458e-46	1.3634635998864733e-111	Aque_Aqu2.1.36223-001;Slac_ENSLPGG00000027819	1.4394008307679529e-11	6.475423253128483e-47	Aque_Aqu2.1.43733-001;Slac_ENSLPGG00000017177	4.248328240934453e-206	5.93110898396368e-142	Aque_Aqu2.1.23247-001;Slac_ENSLPGG00000014386	8.210853499627593e-119	4.868199972294929e-38	Aque_Aqu2.1.31381-001;Slac_ENSLPGG00000021402	4.790282318976761e-30	1.6974236185946167e-34	Aque_Aqu2.1.23692-001;Slac_ENSLPGG00000000921	1.2841772084763492e-19	8.554351911362749e-10	Aque_Aqu2.1.38390-001;Slac_ENSLPGG00000009625	3.283777108141531e-31	9.452983638178345e-18	Aque_Aqu2.1.41085-001;Slac_ENSLPGG00000023552	0.0003513925289715841	8.136803868419678e-05	Aque_Aqu2.1.18351-001;Slac_ENSLPGG00000019104	1.6594169365407653e-06	2.741839065414575e-07
Aque_Aqu2.1.18692-001;Slac_ENSLPGG00000021862	1.8143969612667923e-88	0.0	Aque_Aqu2.1.36280-001;Slac_ENSLPGG00000026756	3.288773730928107e-103	2.447754107128956e-115	Aque_Aqu2.1.33574-001;Slac_ENSLPGG00000021720	1.1841602777534483e-14	1.900339797270852e-26	Aque_Aqu2.1.37774-001;Slac_ENSLPGG00000007363	7.700554024937936e-21	2.824389442390339e-51	Aque_Aqu2.1.27258-001;Slac_ENSLPGG00000006993	6.527845708174037e-07	0.004692416435080903	Aque_Aqu2.1.26998-001;Slac_ENSLPGG00000001139	3.197778486344573e-06	1.4494333720685917e-24	Aque_Aqu2.1.39971-001;Slac_ENSLPGG00000028409	1.5619990284916786e-14	0.003563549882243991	Aque_Aqu2.1.39672-001;Slac_ENSLPGG00000002171	6.3157949007109966e-09	2.5730742542634384e-20	Aque_Aqu2.1.27832-001;Slac_ENSLPGG00000004127	5.939276265577746e-23	9.129600555384957e-07	Aque_Aqu2.1.19904-001;Slac_ENSLPGG00000028142	1.9374426998455252e-46	3.7139133484272695e-30	Aque_Aqu2.1.19922-001;Slac_ENSLPGG00000009760	1.1973175788444056e-06	2.498785445450369e-32	Aque_Aqu2.1.23245-001;Slac_ENSLPGG00000014386	2.527911622459719e-106	4.868199972294929e-38	Aque_Aqu2.1.35074-001;Slac_ENSLPGG00000018326	0.0006134988572632546	1.1462170793757774e-39	Aque_Aqu2.1.14505-001;Slac_ENSLPGG00000007322	4.1608280773534837e-17	1.9430152944582622e-16	Aque_Aqu2.1.38554-001;Slac_ENSLPGG00000009625	3.744897044029404e-35	9.452983638178345e-18	Aque_Aqu2.1.40905-001;Slac_ENSLPGG00000015198	3.920453627010159e-23	4.591205690629712e-20	Aque_Aqu2.1.33627-001;Slac_ENSLPGG00000026185	4.7454789617622887e-07	0.0007252828126487708
Aque_Aqu2.1.18867-001;Slac_ENSLPGG00000006262	2.2639624801972363e-67	4.185853560928421e-264	Aque_Aqu2.1.38191-001;Slac_ENSLPGG00000001288	5.740348681209968e-44	8.590086039879821e-17	Aque_Aqu2.1.35077-001;Slac_ENSLPGG00000017593	1.9812419822161078e-144	1.9771365842294233e-126	Aque_Aqu2.1.12657-001;Slac_ENSLPGG00000004375	2.9043498226616313e-98	6.635377060633703e-125	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000007158	4.6774205649318494e-05	1.9476252809664506e-06	Aque_Aqu2.1.29479-001;Slac_ENSLPGG00000019065	1.027025061779397e-11	3.1496785989591547e-07	Aque_Aqu2.1.43788-001;Slac_ENSLPGG00000023276	1.2849197808890718e-08	1.4295563297452558e-07	Aque_Aqu2.1.29479-001;Slac_ENSLPGG00000019065	1.027025061779397e-11	0.004592237966067324	Aque_Aqu2.1.41583-001;Slac_ENSLPGG00000022488	2.627667865706224e-26	8.88770356445492e-10	Aque_Aqu2.1.37895-001;Slac_ENSLPGG00000021272	1.3041098546376117e-11	2.037304605834763e-05	Aque_Aqu2.1.39162-001;Slac_ENSLPGG00000025488	1.1576352078665665e-55	2.787079609083102e-204	Aque_Aqu2.1.29098-001;Slac_ENSLPGG00000026079	0.0022163606697167436	9.031003272821954e-99	Aque_Aqu2.1.28497-001;Slac_ENSLPGG00000008750	6.265744639493593e-06	8.530991638627806e-36	Aque_Aqu2.1.43989-001;Slac_ENSLPGG00000002394	4.110904363096128e-06	3.132385281564667e-40	Aque_Aqu2.1.28223-001;Slac_ENSLPGG00000018987	1.3844036382592803e-13	4.5516359055595116e-128	Aque_Aqu2.1.41422-001;Slac_ENSLPGG00000007738	0.0007746211047385497	9.041819045951286e-06	Aque_Aqu2.1.20539-001;Slac_ENSLPGG00000010310	0.0026536525850424835	2.3954450010440036e-45
Aque_Aqu2.1.40908-001;Slac_ENSLPGG00000015371	4.597924904219899e-109	7.913891238507608e-305	Aque_Aqu2.1.41943-001;Slac_ENSLPGG00000030160	1.0016906815678531e-30	4.829352076372421e-05	Aque_Aqu2.1.35105-001;Slac_ENSLPGG00000024580	1.949543091572683e-45	1.335015754250869e-19	Aque_Aqu2.1.41034-001;Slac_ENSLPGG00000016457	4.797725684898183e-118	1.6521162740116638e-108	Aque_Aqu2.1.24884-001;Slac_ENSLPGG00000016023	7.205368200732605e-07	6.897468864870669e-18	Aque_Aqu2.1.21205-001;Slac_ENSLPGG00000017522	0.002107528433600299	7.529075582906891e-11	Aque_Aqu2.1.17816-001;Slac_ENSLPGG00000021520	0.009367143325851741	1.1192892414117911e-44	Aque_Aqu2.1.35513-001;Slac_ENSLPGG00000013069	8.033421574211273e-25	1.1207523709477493e-09	Aque_Aqu2.1.43984-001;Slac_ENSLPGG00000003719	2.526376342099982e-138	2.9232553204569993e-05	Aque_Aqu2.1.24504-001;Slac_ENSLPGG00000019760	0.0026964079901808688	3.374568554814508e-30	Aque_Aqu2.1.39162-001;Slac_ENSLPGG00000019084	1.1576352078665665e-55	1.26640156087933e-195	Aque_Aqu2.1.24531-001;Slac_ENSLPGG00000008546	9.274785087847298e-45	3.532240154203323e-05	Aque_Aqu2.1.44221-001;Slac_ENSLPGG00000012949	5.994069235373014e-92	9.33088039317304e-176	Aque_Aqu2.1.43987-001;Slac_ENSLPGG00000002394	3.283156008267793e-06	3.132385281564667e-40	Aque_Aqu2.1.21015-001;Slac_ENSLPGG00000026540	4.488784099627258e-96	1.061749963372983e-30	Aque_Aqu2.1.28952-001;Slac_ENSLPGG00000024614	7.078416680710013e-05	4.742230715718918e-05	Aque_Aqu2.1.40905-001;Slac_ENSLPGG00000014308	1.5343978603673963e-12	0.0
Aque_Aqu2.1.37079-001;Slac_ENSLPGG00000011571	6.987535709667499e-114	1.152196916578078e-230	Aque_Aqu2.1.41621-001;Slac_ENSLPGG00000018880	1.7335877317951547e-90	1.8184116041747724e-107	Aque_Aqu2.1.16620-001;Slac_ENSLPGG00000022242	3.397334660599216e-165	0.005393070509171903	Aque_Aqu2.1.34241-001;Slac_ENSLPGG00000020856	7.816229863606503e-118	3.5850655606520314e-110	Aque_Aqu2.1.38146-001;Slac_ENSLPGG00000018774	0.001071762000244394	0.007970824387419017	Aque_Aqu2.1.28942-001;Slac_ENSLPGG00000014432	1.2138942124859158e-06	2.763045349494756e-39	Aque_Aqu2.1.29479-001;Slac_ENSLPGG00000007158	1.027025061779397e-11	2.0838815629998246e-20	Aque_Aqu2.1.39702-001;Slac_ENSLPGG00000014910	3.839636538726795e-05	2.0951287057256017e-05	Aque_Aqu2.1.34861-001;Slac_ENSLPGG00000010067	2.7190211828773683e-12	2.4406389139278163e-21	Aque_Aqu2.1.39731-001;Slac_ENSLPGG00000009412	6.386168967415702e-17	9.536674912769787e-17	Aque_Aqu2.1.23389-001;Slac_ENSLPGG00000015015	1.181117757917774e-23	1.5596564314307863e-11	Aque_Aqu2.1.14505-001;Slac_ENSLPGG00000028392	4.1608280773534837e-17	2.5589657231536292e-05	Aque_Aqu2.1.38390-001;Slac_ENSLPGG00000005134	3.283777108141531e-31	3.881947193937805e-19	Aque_Aqu2.1.41012-001;Slac_ENSLPGG00000012949	0.00027018571509218245	1.0083071826795984e-138	Aque_Aqu2.1.43995-001;Slac_ENSLPGG00000002394	1.2817282397478916e-13	1.8622701653685263e-59	Aque_Aqu2.1.38796-001;Slac_ENSLPGG00000012082	0.0059344289841183505	5.6697860616992456e-14	Aque_Aqu2.1.40027-001;Slac_ENSLPGG00000027431	4.4481057176109506e-17	2.539440962973419e-07
