Scil_15;Slac_14	Scil_15;Slac_14_pval1	Scil_15;Slac_14_pval2	Scil_17;Slac_40	Scil_17;Slac_40_pval1	Scil_17;Slac_40_pval2	Scil_21;Slac_15	Scil_21;Slac_15_pval1	Scil_21;Slac_15_pval2	Scil_21;Slac_9	Scil_21;Slac_9_pval1	Scil_21;Slac_9_pval2	Scil_24;Slac_24	Scil_24;Slac_24_pval1	Scil_24;Slac_24_pval2	Scil_25;Slac_17	Scil_25;Slac_17_pval1	Scil_25;Slac_17_pval2	Scil_26;Slac_10	Scil_26;Slac_10_pval1	Scil_26;Slac_10_pval2	Scil_26;Slac_18	Scil_26;Slac_18_pval1	Scil_26;Slac_18_pval2	Scil_27;Slac_24	Scil_27;Slac_24_pval1	Scil_27;Slac_24_pval2	Scil_28;Slac_4	Scil_28;Slac_4_pval1	Scil_28;Slac_4_pval2
Scil_g10960;Slac_ENSLPGG00000010273	1.7814275668616436e-13	1.6978492039766335e-05				Scil_g13820;Slac_ENSLPGG00000020178	2.3448594471839515e-08	4.7379811227545295e-07	Scil_g6060;Slac_ENSLPGG00000014386	1.215893018835872e-11	5.849415967300882e-13	Scil_g10960;Slac_ENSLPGG00000020470	0.00010166511914957086	0.0026781387316083716	Scil_g2151;Slac_ENSLPGG00000006993	1.072554013802049e-05	9.559888593803473e-09												
Scil_g2667;Slac_ENSLPGG00000006271	1.213546492040107e-09	3.732968551925518e-05				Scil_g11222;Slac_ENSLPGG00000007158	5.013830628113789e-07	1.2305328596950784e-25	Scil_g8186;Slac_ENSLPGG00000020178	2.027576154248112e-06	5.203780196752114e-10	Scil_g10960;Slac_ENSLPGG00000012471	0.00010166511914957086	0.0005192764684538317	Scil_g8930;Slac_ENSLPGG00000021186	0.003008471673133274	1.5866616825505543e-23												
Scil_g7928;Slac_ENSLPGG00000003184	0.000963308868705165	5.435635391302434e-06				Scil_g7733;Slac_ENSLPGG00000010487	0.0009631828771727265	3.6949804439923313e-09	Scil_g7733;Slac_ENSLPGG00000010487	0.0009631828771727265	7.161774463584848e-10	Scil_g10015;Slac_ENSLPGG00000022563	0.0002877829974753766	3.4434726359320087e-06	Scil_g130;Slac_ENSLPGG00000015888	3.2104504713687346e-09	5.421831364350314e-05												
Scil_g10669;Slac_ENSLPGG00000012471	0.003749453953567109	9.012536840606819e-20				Scil_g2622;Slac_ENSLPGG00000015631	3.030870204098419e-17	0.0005450261508553615	Scil_g11222;Slac_ENSLPGG00000007158	5.013830628113789e-07	1.965018913530473e-21				Scil_g10015;Slac_ENSLPGG00000022563	9.835167470058142e-06	7.489445266910807e-06												
Scil_g3056;Slac_ENSLPGG00000012471	1.3731224023390558e-07	9.012536840606819e-20				Scil_g402;Slac_ENSLPGG00000002171	0.0003005960655922788	4.811942582704965e-16	Scil_g12529;Slac_ENSLPGG00000020219	3.227376468718222e-06	0.001543299165371714				Scil_g5592;Slac_ENSLPGG00000024879	1.0248394770224422e-05	3.7327495540389476e-10												
Scil_g9850;Slac_ENSLPGG00000023963	2.3017395799018037e-22	0.00026303246838548124				Scil_g1098;Slac_ENSLPGG00000006271	7.599970776583826e-09	0.00010329686300105768	Scil_g3806;Slac_ENSLPGG00000009324	3.452312820229575e-05	0.0032146804795755626				Scil_g9674;Slac_ENSLPGG00000020470	0.0007343807069236559	0.005200025809404252												
Scil_g9674;Slac_ENSLPGG00000026194	0.0052200748129733925	1.969891307800923e-05				Scil_g12865;Slac_ENSLPGG00000023608	2.2900413416104303e-07	5.841350162549384e-14	Scil_g4725;Slac_ENSLPGG00000010506	0.007071540977103302	1.263049125259277e-07				Scil_g4821;Slac_ENSLPGG00000013069	0.004560499888697272	5.0113952813723e-05												
Scil_g10960;Slac_ENSLPGG00000026948	1.7814275668616436e-13	0.005553210951833313				Scil_g10843;Slac_ENSLPGG00000008220	2.191339130993605e-06	4.726282953830286e-155	Scil_g5520;Slac_ENSLPGG00000013069	2.09591889875815e-25	1.5435674773364596e-07				Scil_g3056;Slac_ENSLPGG00000012471	2.0628480496730304e-08	0.00020102428853856525												
Scil_g6432;Slac_ENSLPGG00000001593	6.952319911062066e-17	2.5763939547526627e-12				Scil_g8192;Slac_ENSLPGG00000011839	2.4409454456120322e-27	3.187901163744036e-05	Scil_g12785;Slac_ENSLPGG00000008996	1.6615381302058852e-07	0.00012714480608127604				Scil_g10960;Slac_ENSLPGG00000012471	3.516281539997559e-05	0.00020102428853856525												
Scil_g8930;Slac_ENSLPGG00000008996	1.6915094476803913e-05	5.146308428844976e-15				Scil_g10960;Slac_ENSLPGG00000012296	7.697874836345238e-14	0.001043453426024318	Scil_g11283;Slac_ENSLPGG00000025842	0.0001944654720352231	0.0011121119220709032				Scil_g980;Slac_ENSLPGG00000007955	0.0005986017299019908	0.000460771292544484												
Scil_g5780;Slac_ENSLPGG00000019065	3.2348683259580126e-27	3.613082416273542e-08				Scil_g13146;Slac_ENSLPGG00000010054	0.0026129660409463912	1.1324999533424646e-05	Scil_g13146;Slac_ENSLPGG00000010054	0.0026129660409463912	1.088065138152273e-05				Scil_g1098;Slac_ENSLPGG00000019065	0.00827391027704454	0.002143493550466423												
Scil_g1483;Slac_ENSLPGG00000001139	0.003927101518499479	1.5864479285115916e-66				Scil_g6923;Slac_ENSLPGG00000001139	0.0007496312067256761	1.4494333720685917e-24	Scil_g1084;Slac_ENSLPGG00000015293	2.3895129108770388e-11	1.2577896648206847e-10				Scil_g254;Slac_ENSLPGG00000011839	0.00017210202930432919	6.039500918035304e-05												
Scil_g3668;Slac_ENSLPGG00000022563	0.0015627047433456468	5.085732044321034e-17				Scil_g2151;Slac_ENSLPGG00000006993	3.6960027423275005e-11	5.088867602043436e-27	Scil_g4725;Slac_ENSLPGG00000013283	0.007071540977103302	3.255600133488331e-09				Scil_g9674;Slac_ENSLPGG00000012471	0.0007343807069236559	0.00020102428853856525												
Scil_g9919;Slac_ENSLPGG00000001013	7.99159855313051e-09	9.900491958884998e-26				Scil_g6923;Slac_ENSLPGG00000007158	0.0007496312067256761	1.2305328596950784e-25	Scil_g6923;Slac_ENSLPGG00000001139	0.0007496312067256761	4.69500827060743e-21				Scil_g5407;Slac_ENSLPGG00000016023	0.0017396588968552988	1.1789178520790766e-50												
Scil_g428;Slac_ENSLPGG00000010973	3.53638816872691e-50	0.0015368510063786963				Scil_g1084;Slac_ENSLPGG00000015293	2.3895129108770388e-11	3.0288120931539586e-07	Scil_g5520;Slac_ENSLPGG00000014037	2.09591889875815e-25	1.944880288931169e-09				Scil_g9168;Slac_ENSLPGG00000010168	7.430094719173121e-10	0.009745588431718704												
Scil_g8192;Slac_ENSLPGG00000011839	1.1319454415633238e-06	1.90611515788076e-10				Scil_g10960;Slac_ENSLPGG00000015112	7.697874836345238e-14	0.00018013208566898826	Scil_g2820;Slac_ENSLPGG00000012140	6.411161546849771e-05	2.2234277891488934e-08				Scil_g8133;Slac_ENSLPGG00000018959	0.008142106307399357	0.0021339873870384004												
Scil_g8192;Slac_ENSLPGG00000007525	1.1319454415633238e-06	1.2026125316824048e-14				Scil_g4131;Slac_ENSLPGG00000018774	0.00196209406172658	4.505355541140787e-05	Scil_g2151;Slac_ENSLPGG00000006993	3.6960027423275005e-11	2.605529624418305e-29																		
Scil_g10669;Slac_ENSLPGG00000000921	0.003749453953567109	1.3554892344563593e-12				Scil_g10960;Slac_ENSLPGG00000020470	7.697874836345238e-14	0.002366091147798498	Scil_g13331;Slac_ENSLPGG00000027561	1.7811965565566243e-06	7.099070201361565e-06																		
Scil_g10960;Slac_ENSLPGG00000015112	1.7814275668616436e-13	0.0006787822325991016				Scil_g402;Slac_ENSLPGG00000021127	0.0003005960655922788	0.00026020690407486225	Scil_g402;Slac_ENSLPGG00000021127	0.0003005960655922788	0.00037730423206785676																		
Scil_g2018;Slac_ENSLPGG00000012981	3.0609869963813252e-15	3.9501074952680824e-13				Scil_g12785;Slac_ENSLPGG00000008996	1.6615381302058852e-07	1.5171894313138206e-05	Scil_g12865;Slac_ENSLPGG00000023608	2.2900413416104303e-07	3.1465511930609196e-13																		
Scil_g6335;Slac_ENSLPGG00000026673	0.002265513798681508	0.00042711768069751254				Scil_g12529;Slac_ENSLPGG00000020219	3.227376468718222e-06	0.007892006176597039	Scil_g11447;Slac_ENSLPGG00000011327	0.0011988833990713961	0.002660359306382542																		
Scil_g3056;Slac_ENSLPGG00000000921	1.3731224023390558e-07	1.3554892344563593e-12				Scil_g3806;Slac_ENSLPGG00000009324	3.452312820229575e-05	0.0016273209584915234	Scil_g6923;Slac_ENSLPGG00000007158	0.0007496312067256761	1.965018913530473e-21																		
Scil_g13024;Slac_ENSLPGG00000029928	0.00014717462768455288	1.133641503252008e-12				Scil_g8186;Slac_ENSLPGG00000018774	2.027576154248112e-06	4.505355541140787e-05	Scil_g13146;Slac_ENSLPGG00000003239	0.0026129660409463912	4.665800524885028e-08																		
Scil_g8930;Slac_ENSLPGG00000021186	1.6915094476803913e-05	2.1966675747781014e-45				Scil_g6923;Slac_ENSLPGG00000003645	0.0007496312067256761	2.455428195900785e-11	Scil_g10843;Slac_ENSLPGG00000008220	2.191339130993605e-06	2.790707462165623e-142																		
Scil_g552;Slac_ENSLPGG00000010574	1.8734294623301771e-19	9.440188128803196e-16				Scil_g13146;Slac_ENSLPGG00000003239	0.0026129660409463912	2.1696472139349363e-06	Scil_g402;Slac_ENSLPGG00000002171	0.0003005960655922788	8.519815430634142e-07																		
Scil_g2312;Slac_ENSLPGG00000012471	0.00047418108694509317	9.012536840606819e-20				Scil_g402;Slac_ENSLPGG00000016891	0.0003005960655922788	2.9258653159556866e-05	Scil_g11222;Slac_ENSLPGG00000019065	5.013830628113789e-07	4.280743164546749e-06																		
Scil_g3056;Slac_ENSLPGG00000018041	1.3731224023390558e-07	0.0017530359823746317				Scil_g11222;Slac_ENSLPGG00000019065	5.013830628113789e-07	3.1496785989591547e-07	Scil_g402;Slac_ENSLPGG00000022031	0.0003005960655922788	0.00010266030155833447																		
Scil_g8390;Slac_ENSLPGG00000007294	2.1818689402967603e-06	1.76671843861446e-14				Scil_g402;Slac_ENSLPGG00000022031	0.0003005960655922788	9.300342416746377e-05	Scil_g4725;Slac_ENSLPGG00000021127	0.007071540977103302	0.00037730423206785676																		
Scil_g2756;Slac_ENSLPGG00000021127	5.95074074397426e-10	1.5465846751523873e-05				Scil_g2820;Slac_ENSLPGG00000012140	6.411161546849771e-05	0.0004543176273505883	Scil_g10339;Slac_ENSLPGG00000003818	0.0068996335439323216	0.003912101599361359																		
Scil_g1526;Slac_ENSLPGG00000026673	8.954324395314083e-44	0.00042711768069751254				Scil_g13820;Slac_ENSLPGG00000018774	2.3448594471839515e-08	4.505355541140787e-05	Scil_g6923;Slac_ENSLPGG00000003645	0.0007496312067256761	6.4337355297277255e-09																		
Scil_g11222;Slac_ENSLPGG00000019065	1.1918429997624423e-07	3.613082416273542e-08				Scil_g4725;Slac_ENSLPGG00000002171	0.007071540977103302	4.811942582704965e-16	Scil_g428;Slac_ENSLPGG00000010973	1.1757209573410568e-27	0.0008013040173983456																		
Scil_g10108;Slac_ENSLPGG00000015099	8.192761731090963e-05	1.2070220763616555e-10				Scil_g13331;Slac_ENSLPGG00000027561	1.7811965565566243e-06	0.0010371786430957662	Scil_g11616;Slac_ENSLPGG00000003818	0.0005567674922374866	0.003912101599361359																		
Scil_g9674;Slac_ENSLPGG00000012471	0.0052200748129733925	9.012536840606819e-20				Scil_g13146;Slac_ENSLPGG00000009461	0.0026129660409463912	0.001863905355161977	Scil_g947;Slac_ENSLPGG00000006175	3.447544207280475e-07	7.107487093637847e-05																		
Scil_g5780;Slac_ENSLPGG00000003645	3.2348683259580126e-27	2.645547445922724e-05				Scil_g11222;Slac_ENSLPGG00000006271	5.013830628113789e-07	0.00010329686300105768	Scil_g11222;Slac_ENSLPGG00000006271	5.013830628113789e-07	9.73403041830119e-05																		
Scil_g5780;Slac_ENSLPGG00000006271	3.2348683259580126e-27	3.732968551925518e-05				Scil_g402;Slac_ENSLPGG00000013283	0.0003005960655922788	2.6704193679793666e-05	Scil_g11222;Slac_ENSLPGG00000021520	5.013830628113789e-07	0.001418103085264237																		
Scil_g191;Slac_ENSLPGG00000006340	0.00657962968063305	0.00019700462985319765				Scil_g6923;Slac_ENSLPGG00000019065	0.0007496312067256761	3.1496785989591547e-07	Scil_g4725;Slac_ENSLPGG00000002171	0.007071540977103302	8.519815430634142e-07																		
Scil_g6182;Slac_ENSLPGG00000008996	0.0005505499915034545	5.146308428844976e-15				Scil_g4725;Slac_ENSLPGG00000021127	0.007071540977103302	0.00026020690407486225	Scil_g13146;Slac_ENSLPGG00000009461	0.0026129660409463912	0.0001519651798931296																		
Scil_g2312;Slac_ENSLPGG00000000921	0.00047418108694509317	1.3554892344563593e-12				Scil_g947;Slac_ENSLPGG00000006175	3.447544207280475e-07	3.654587147996785e-05	Scil_g6923;Slac_ENSLPGG00000019065	0.0007496312067256761	4.280743164546749e-06																		
Scil_g5104;Slac_ENSLPGG00000009116	1.3385190593660316e-11	6.14592868531139e-18				Scil_g13146;Slac_ENSLPGG00000011151	0.0026129660409463912	0.0006790935580631603	Scil_g13146;Slac_ENSLPGG00000011151	0.0026129660409463912	0.0012618791393844077																		
Scil_g4821;Slac_ENSLPGG00000013069	2.6499224238030877e-10	4.652238152354708e-06				Scil_g13146;Slac_ENSLPGG00000008651	0.0026129660409463912	0.005741617324088482	Scil_g4725;Slac_ENSLPGG00000022031	0.007071540977103302	0.00010266030155833447																		
Scil_g2268;Slac_ENSLPGG00000005266	3.8324053992546164e-14	0.0018611105705646116				Scil_g6923;Slac_ENSLPGG00000006271	0.0007496312067256761	0.00010329686300105768	Scil_g5653;Slac_ENSLPGG00000018075	0.001056391171539997	0.0006118469660705379																		
Scil_g8851;Slac_ENSLPGG00000026948	5.351413959374844e-05	0.005553210951833313				Scil_g4725;Slac_ENSLPGG00000016891	0.007071540977103302	2.9258653159556866e-05	Scil_g6923;Slac_ENSLPGG00000006271	0.0007496312067256761	9.73403041830119e-05																		
Scil_g2060;Slac_ENSLPGG00000009625	0.0005739952944207668	5.0913304307575685e-05				Scil_g7227;Slac_ENSLPGG00000008404	4.248578365539217e-06	0.006904337093626863	Scil_g6923;Slac_ENSLPGG00000021520	0.0007496312067256761	0.001418103085264237																		
Scil_g13000;Slac_ENSLPGG00000029928	0.0002401013157304926	1.133641503252008e-12				Scil_g4725;Slac_ENSLPGG00000022031	0.007071540977103302	9.300342416746377e-05	Scil_g1638;Slac_ENSLPGG00000027899	1.3632667963625444e-14	0.003393224240375012																		
Scil_g10015;Slac_ENSLPGG00000022563	0.004885587593379574	5.085732044321034e-17				Scil_g9186;Slac_ENSLPGG00000020252	0.0011702219728313087	0.004908320603782753	Scil_g10108;Slac_ENSLPGG00000015099	0.0026833894586777538	0.0002745854346787509																		
Scil_g6182;Slac_ENSLPGG00000021186	0.0005505499915034545	2.1966675747781014e-45				Scil_g10843;Slac_ENSLPGG00000010973	2.191339130993605e-06	0.00015161252851570743	Scil_g13146;Slac_ENSLPGG00000008651	0.0026129660409463912	0.000902795089576386																		
Scil_g1483;Slac_ENSLPGG00000007158	0.003927101518499479	3.4393842705479424e-25				Scil_g5653;Slac_ENSLPGG00000018075	0.001056391171539997	0.0013746065864302338	Scil_g402;Slac_ENSLPGG00000016891	0.0003005960655922788	0.0031309119165275016																		
Scil_g5407;Slac_ENSLPGG00000016023	3.568743913666849e-09	5.94045764611003e-58				Scil_g10108;Slac_ENSLPGG00000015099	0.0026833894586777538	8.28668605995311e-06	Scil_g9186;Slac_ENSLPGG00000020252	0.0011702219728313087	0.00012290039377958962																		
Scil_g6427;Slac_ENSLPGG00000009456	2.8492265485112783e-05	4.685225916727112e-05				Scil_g4725;Slac_ENSLPGG00000013283	0.007071540977103302	2.6704193679793666e-05	Scil_g4725;Slac_ENSLPGG00000016891	0.007071540977103302	0.0031309119165275016																		
Scil_g9674;Slac_ENSLPGG00000018041	0.0052200748129733925	0.0017530359823746317							Scil_g2125;Slac_ENSLPGG00000027899	0.001250635568289448	0.003393224240375012																		
Scil_g1514;Slac_ENSLPGG00000006923	4.925875360990495e-06	4.281774508540483e-08							Scil_g1526;Slac_ENSLPGG00000026673	5.035546169744631e-12	0.00028015046342082185																		
Scil_g8851;Slac_ENSLPGG00000015112	5.351413959374844e-05	0.0006787822325991016							Scil_g10843;Slac_ENSLPGG00000010973	2.191339130993605e-06	0.0008013040173983456																		
Scil_g2253;Slac_ENSLPGG00000008220	0.0007081689266387197	3.053105731426932e-24																											
Scil_g11222;Slac_ENSLPGG00000006271	1.1918429997624423e-07	3.732968551925518e-05																											
Scil_g5791;Slac_ENSLPGG00000015293	1.656339539956417e-05	0.0036482195694383796																											
Scil_g3056;Slac_ENSLPGG00000010273	1.3731224023390558e-07	1.6978492039766335e-05																											
Scil_g4190;Slac_ENSLPGG00000009116	1.5598195515222541e-10	6.14592868531139e-18																											
Scil_g1350;Slac_ENSLPGG00000015655	5.359946783335865e-07	2.465938796218491e-05																											
Scil_g3056;Slac_ENSLPGG00000026948	1.3731224023390558e-07	0.005553210951833313																											
Scil_g4341;Slac_ENSLPGG00000021479	0.0008148831265628503	0.008613064062301081																											
Scil_g1350;Slac_ENSLPGG00000007955	5.359946783335865e-07	0.001201610886996087																											
Scil_g191;Slac_ENSLPGG00000001013	0.00657962968063305	9.900491958884998e-26																											
Scil_g3056;Slac_ENSLPGG00000015112	1.3731224023390558e-07	0.0006787822325991016																											
Scil_g5628;Slac_ENSLPGG00000019859	0.007924718428379112	0.0011397536544584786																											
Scil_g1483;Slac_ENSLPGG00000019065	0.003927101518499479	3.613082416273542e-08																											
Scil_g2312;Slac_ENSLPGG00000026948	0.00047418108694509317	0.005553210951833313																											
Scil_g533;Slac_ENSLPGG00000020413	0.0009079115180928504	0.00010541797543322262																											
Scil_g9674;Slac_ENSLPGG00000010273	0.0052200748129733925	1.6978492039766335e-05																											
Scil_g2253;Slac_ENSLPGG00000010973	0.0007081689266387197	0.0015368510063786963																											
Scil_g1219;Slac_ENSLPGG00000010524	0.0004430327164062401	0.005526860413324417																											
Scil_g2312;Slac_ENSLPGG00000015112	0.00047418108694509317	0.0006787822325991016																											
Scil_g11288;Slac_ENSLPGG00000020822	0.0008324372874427497	0.0029706612980473957																											
Scil_g9674;Slac_ENSLPGG00000026948	0.0052200748129733925	0.005553210951833313																											
Scil_g2475;Slac_ENSLPGG00000015293	0.0025720472256171465	0.0036482195694383796																											
Scil_g1483;Slac_ENSLPGG00000006271	0.003927101518499479	3.732968551925518e-05																											
Scil_g1576;Slac_ENSLPGG00000003738	0.0019993669634237494	0.00034248615277834296																											
Scil_g8832;Slac_ENSLPGG00000016670	2.1218703092460044e-06	0.00660496085584887																											
Scil_g9674;Slac_ENSLPGG00000015112	0.0052200748129733925	0.0006787822325991016																											
Scil_g3316;Slac_ENSLPGG00000004765	5.418202617826899e-08	1.8540818407031797e-07																											
Scil_g10843;Slac_ENSLPGG00000008220	3.0258176181810254e-06	3.053105731426932e-24																											
Scil_g9168;Slac_ENSLPGG00000010168	0.0027792844109251103	2.6690275182235755e-10																											
Scil_g10276;Slac_ENSLPGG00000005266	4.6133345067060585e-05	0.0018611105705646116																											
Scil_g10843;Slac_ENSLPGG00000010973	3.0258176181810254e-06	0.0015368510063786963																											
