Aque_Archaeo_1;Scil_19	Aque_Archaeo_1;Scil_19_pval1	Aque_Archaeo_1;Scil_19_pval2	Aque_Archaeo_1;Scil_24	Aque_Archaeo_1;Scil_24_pval1	Aque_Archaeo_1;Scil_24_pval2	Aque_Archaeo_1;Scil_27	Aque_Archaeo_1;Scil_27_pval1	Aque_Archaeo_1;Scil_27_pval2	Aque_Archaeo_1;Scil_32	Aque_Archaeo_1;Scil_32_pval1	Aque_Archaeo_1;Scil_32_pval2	Aque_Aspcinzin;Scil_28	Aque_Aspcinzin;Scil_28_pval1	Aque_Aspcinzin;Scil_28_pval2	Aque_Choanocytes_1;Scil_1	Aque_Choanocytes_1;Scil_1_pval1	Aque_Choanocytes_1;Scil_1_pval2	Aque_Choanocytes_2;Scil_1	Aque_Choanocytes_2;Scil_1_pval1	Aque_Choanocytes_2;Scil_1_pval2	Aque_Pinaco_1;Scil_15	Aque_Pinaco_1;Scil_15_pval1	Aque_Pinaco_1;Scil_15_pval2	Aque_Pinaco_1;Scil_21	Aque_Pinaco_1;Scil_21_pval1	Aque_Pinaco_1;Scil_21_pval2	Aque_Pinaco_1;Scil_25	Aque_Pinaco_1;Scil_25_pval1	Aque_Pinaco_1;Scil_25_pval2	Aque_Pinaco_1;Scil_30	Aque_Pinaco_1;Scil_30_pval1	Aque_Pinaco_1;Scil_30_pval2	Aque_Pinaco_2;Scil_15	Aque_Pinaco_2;Scil_15_pval1	Aque_Pinaco_2;Scil_15_pval2	Aque_Pinaco_2;Scil_19	Aque_Pinaco_2;Scil_19_pval1	Aque_Pinaco_2;Scil_19_pval2	Aque_Pinaco_2;Scil_24	Aque_Pinaco_2;Scil_24_pval1	Aque_Pinaco_2;Scil_24_pval2	Aque_Pinaco_2;Scil_27	Aque_Pinaco_2;Scil_27_pval1	Aque_Pinaco_2;Scil_27_pval2	Aque_Sperm;Scil_22	Aque_Sperm;Scil_22_pval1	Aque_Sperm;Scil_22_pval2
Aque_Aqu2.1.31038-001;Scil_g9420	1.0272479399297856e-48	1.1318386297750748e-155	Aque_Aqu2.1.44221-001;Scil_g877	2.4142643864291954e-16	1.1371250482772108e-92	Aque_Aqu2.1.34429-001;Scil_g5447	7.854915848010625e-74	7.771309364607116e-72	Aque_Aqu2.1.18813-001;Scil_g2393	1.5941414811933208e-143	8.86525815317342e-25				Aque_Aqu2.1.36394-001;Scil_g6856	9.97074108937263e-75	1.1403746684871432e-12	Aque_Aqu2.1.42107-001;Scil_g5580	1.709353496819872e-61	5.496311572165632e-30	Aque_Aqu2.1.35277-001;Scil_g8600	1.2977733922935712e-23	5.086624277160392e-43	Aque_Aqu2.1.41892-001;Scil_g4792	5.2142493076430264e-14	2.1672041103820224e-120	Aque_Aqu2.1.24259-001;Scil_g2930	0.001466921024567994	3.3176949352516434e-14	Aque_Aqu2.1.39905-001;Scil_g2366	1.4006866036488385e-125	4.004528578898898e-09	Aque_Aqu2.1.38599-001;Scil_g13430	5.762820718758276e-35	5.4415909022841374e-14	Aque_Aqu2.1.39916-001;Scil_g2323	2.9667398630381824e-15	1.3142887755311866e-149	Aque_Aqu2.1.34429-001;Scil_g5447	4.114553893179646e-74	4.471687068628944e-89	Aque_Aqu2.1.41302-001;Scil_g10741	1.593114344057822e-11	6.418687116510514e-58	Aque_Aqu2.1.29982-001;Scil_g1214	3.8405340621262266e-06	7.042830603570284e-13
Aque_Aqu2.1.34344-001;Scil_g7064	4.469710923167695e-16	1.868540122167865e-153	Aque_Aqu2.1.41892-001;Scil_g4335	8.326661223111995e-07	2.8855770379476457e-94	Aque_Aqu2.1.14128-001;Scil_g9420	2.4522134152092073e-15	9.439730549261824e-70	Aque_Aqu2.1.37818-001;Scil_g9008	1.1042169105070999e-65	6.768924266551592e-17				Aque_Aqu2.1.42107-001;Scil_g5580	2.827384835718196e-67	5.496311572165632e-30	Aque_Aqu2.1.10425-001;Scil_g10128	4.63879348899057e-125	3.7939070721083785e-05	Aque_Aqu2.1.37679-001;Scil_g4524	7.068023640570212e-24	1.2091609115166517e-12	Aque_Aqu2.1.25014-001;Scil_g10086	9.391661029388434e-09	3.0338463385256324e-05	Aque_Aqu2.1.28223-001;Scil_g6719	1.3844036382592803e-13	1.7693134985060617e-86	Aque_Aqu2.1.09944-001;Scil_g7679	0.004804262408180055	2.150189781868642e-06	Aque_Aqu2.1.33096-001;Scil_g8600	0.00032202667738230823	5.086624277160392e-43	Aque_Aqu2.1.29497-001;Scil_g1157	1.2112662309644303e-77	2.322958709820274e-49	Aque_Aqu2.1.42569-001;Scil_g8107	0.004968804371715004	1.3169257008428386e-78	Aque_Aqu2.1.31551-001;Scil_g7883	5.480233371944621e-11	7.832621607869524e-72	Aque_Aqu2.1.44244-001;Scil_g5695	0.0006519647998098208	5.796333952112716e-05
Aque_Aqu2.1.14128-001;Scil_g9420	2.4522134152092073e-15	1.1318386297750748e-155	Aque_Aqu2.1.15643-001;Scil_g12920	2.811107726834875e-30	3.023684228629527e-07	Aque_Aqu2.1.33693-001;Scil_g12599	2.272650030560976e-17	6.341065114787564e-42	Aque_Aqu2.1.34247-001;Scil_g9420	5.995179413289e-67	1.4091974360039661e-33				Aque_Aqu2.1.11170-001;Scil_g12131	7.985673239814531e-25	2.2731884289040125e-05	Aque_Aqu2.1.34441-001;Scil_g11974	8.94792185533382e-40	4.0962729918117245e-50	Aque_Aqu2.1.37679-001;Scil_g12238	7.068023640570212e-24	9.316586458395207e-08	Aque_Aqu2.1.29496-001;Scil_g8135	0.0005693519180481434	1.6919501782107682e-97	Aque_Aqu2.1.44139-001;Scil_g2930	0.0013345187120564206	3.3176949352516434e-14	Aque_Aqu2.1.28223-001;Scil_g6719	1.3844036382592803e-13	1.60094857404039e-42	Aque_Aqu2.1.21015-001;Scil_g12721	1.2898436236055814e-74	1.580144500595143e-150	Aque_Aqu2.1.25862-001;Scil_g9420	2.0549201860468497e-37	1.1318386297750748e-155	Aque_Aqu2.1.34247-001;Scil_g9420	1.71031195062505e-34	2.61542842285498e-86	Aque_Aqu2.1.29076-001;Scil_g7064	3.633124956792878e-18	3.3296478760382412e-71	Aque_Aqu2.1.39819-001;Scil_g9880	4.887340314642046e-14	9.123963566962543e-11
Aque_Aqu2.1.41302-001;Scil_g10741	3.049277438668542e-10	1.0707452493770196e-158	Aque_Aqu2.1.18813-001;Scil_g2393	1.5941414811933208e-143	1.3930455674783426e-93	Aque_Aqu2.1.40808-001;Scil_g271	9.744230663720027e-132	8.805107230046131e-07	Aque_Aqu2.1.29076-001;Scil_g7064	1.6735204441251737e-27	3.4262948941657927e-34				Aque_Aqu2.1.28793-001;Scil_g750	5.82906724423568e-77	0.0030488697490813794	Aque_Aqu2.1.35499-001;Scil_g4190	1.2692762160706003e-88	1.976243892774613e-57	Aque_Aqu2.1.28495-001;Scil_g12942	4.458325986516477e-24	1.585995620714019e-93	Aque_Aqu2.1.43536-001;Scil_g2793	3.1456270560029736e-13	1.1197019573576427e-08	Aque_Aqu2.1.15643-001;Scil_g825	1.378157857410754e-124	7.448139611401511e-06	Aque_Aqu2.1.38599-001;Scil_g7679	6.89707358796606e-05	2.150189781868642e-06	Aque_Aqu2.1.39906-001;Scil_g2367	7.684364513065897e-17	7.672319809832575e-118	Aque_Aqu2.1.31551-001;Scil_g7883	5.480233371944621e-11	1.5018632352883118e-161	Aque_Aqu2.1.25578-001;Scil_g4517	0.005312301831445139	4.833548353276332e-67	Aque_Aqu2.1.34429-001;Scil_g110	4.114553893179646e-74	3.8040637262560273e-10	Aque_Aqu2.1.21064-001;Scil_g1475	6.672971995644906e-07	6.422959152961298e-06
Aque_Aqu2.1.31586-001;Scil_g2493	6.035842798121547e-07	3.171133198751257e-158	Aque_Aqu2.1.34429-001;Scil_g10574	7.854915848010625e-74	1.003770721174451e-89	Aque_Aqu2.1.15179-001;Scil_g9786	3.908744777047258e-23	7.761919273215384e-72	Aque_Aqu2.1.44247-001;Scil_g9331	3.554518331741283e-29	1.554259716640806e-29				Aque_Aqu2.1.33558-001;Scil_g7993	7.66292357396136e-06	1.4979922799294725e-229	Aque_Aqu2.1.31965-001;Scil_g10128	8.676398325265147e-133	3.7939070721083785e-05	Aque_Aqu2.1.28223-001;Scil_g49	1.3844036382592803e-13	3.553367353846493e-191	Aque_Aqu2.1.41692-001;Scil_g11208	0.0001319903308633703	1.8699938263794724e-20	Aque_Aqu2.1.28489-001;Scil_g2930	1.2639077541595553e-28	3.3176949352516434e-14	Aque_Aqu2.1.33443-001;Scil_g6719	4.986367745258103e-05	1.60094857404039e-42	Aque_Aqu2.1.41049-001;Scil_g13539	3.1349616642062083e-119	1.1694918522643926e-103	Aque_Aqu2.1.28647-001;Scil_g9745	3.257848752489315e-06	2.9903576246108086e-158	Aque_Aqu2.1.43326-001;Scil_g11335	9.597124260548117e-77	8.759682145186129e-07	Aque_Aqu2.1.25862-001;Scil_g9420	2.0549201860468497e-37	9.439730549261824e-70	Aque_Aqu2.1.20539-001;Scil_g2576	8.283002901269206e-10	0.005683141959625487
Aque_Aqu2.1.36280-001;Scil_g11065	3.288773730928107e-103	5.93608608027531e-159	Aque_Aqu2.1.34429-001;Scil_g5447	7.854915848010625e-74	4.471687068628944e-89	Aque_Aqu2.1.29076-001;Scil_g7064	1.6735204441251737e-27	3.3296478760382412e-71	Aque_Aqu2.1.38191-001;Scil_g9230	5.740348681209968e-44	3.5595926977201445e-33				Aque_Aqu2.1.41459-001;Scil_g7471	1.5794802762380623e-08	6.980756942552647e-53	Aque_Aqu2.1.42687-001;Scil_g12714	6.214032193858466e-257	1.5595193887192883e-11	Aque_Aqu2.1.31586-001;Scil_g12820	1.7372787348993547e-40	4.7226135486708815e-49	Aque_Aqu2.1.34863-001;Scil_g10140	7.856949568546215e-16	5.963012473984281e-36	Aque_Aqu2.1.41692-001;Scil_g11209	0.0001319903308633703	7.014411163892024e-21	Aque_Aqu2.1.21015-001;Scil_g7598	4.488784099627258e-96	1.9243818916688413e-05	Aque_Aqu2.1.41049-001;Scil_g130	3.1349616642062083e-119	4.569395335591736e-93	Aque_Aqu2.1.28647-001;Scil_g9721	3.257848752489315e-06	1.2653200187781413e-158	Aque_Aqu2.1.37816-001;Scil_g4517	0.00680584638096658	4.833548353276332e-67	Aque_Aqu2.1.38430-001;Scil_g12599	2.785624219748749e-32	6.341065114787564e-42	Aque_Aqu2.1.33761-001;Scil_g3180	1.7677837593587218e-35	2.980329520393233e-39
Aque_Aqu2.1.15179-001;Scil_g9786	3.908744777047258e-23	2.518797255087445e-156	Aque_Aqu2.1.41892-001;Scil_g20	8.326661223111995e-07	3.034859832850301e-78	Aque_Aqu2.1.25862-001;Scil_g9420	1.4164840831138878e-69	9.439730549261824e-70	Aque_Aqu2.1.25405-001;Scil_g8992	2.7610085691748473e-15	3.427580241649399e-35				Aque_Aqu2.1.19199-001;Scil_g8416	1.4936963311969493e-103	3.0005616773400286e-72	Aque_Aqu2.1.38752-001;Scil_g5520	1.5804020643111057e-187	3.2822396728584823e-09	Aque_Aqu2.1.31586-001;Scil_g5478	1.7372787348993547e-40	1.5061464715015508e-67	Aque_Aqu2.1.40905-001;Scil_g8135	2.293128987599471e-12	1.6919501782107682e-97	Aque_Aqu2.1.41892-001;Scil_g6719	5.2142493076430264e-14	1.7693134985060617e-86	Aque_Aqu2.1.40413-001;Scil_g7126	4.5608643156530816e-45	8.612786914752486e-09	Aque_Aqu2.1.28488-001;Scil_g178	2.665580690789617e-63	1.4769874519580662e-05	Aque_Aqu2.1.29497-001;Scil_g2541	1.2112662309644303e-77	7.336088079769624e-20	Aque_Aqu2.1.38430-001;Scil_g12599	2.785624219748749e-32	4.173021689879131e-75	Aque_Aqu2.1.34344-001;Scil_g7064	2.149882173753952e-14	3.3296478760382412e-71	Aque_Aqu2.1.35109-001;Scil_g1634	0.008303375665671872	0.0011406916403357366
Aque_Aqu2.1.44221-001;Scil_g877	2.4142643864291954e-16	2.0942530742981258e-154	Aque_Aqu2.1.37816-001;Scil_g2191	5.351220243248752e-65	1.2017223918186125e-22	Aque_Aqu2.1.29496-001;Scil_g1157	1.2768054689113486e-36	1.1520825168030329e-29	Aque_Aqu2.1.29496-001;Scil_g2541	1.2768054689113486e-36	1.2458272345387522e-06				Aque_Aqu2.1.14719-001;Scil_g11106	4.295539059517091e-47	5.625711319294789e-12	Aque_Aqu2.1.38750-001;Scil_g5520	4.160461261776937e-93	3.2822396728584823e-09	Aque_Aqu2.1.17340-001;Scil_g13430	2.534616707284264e-07	5.4415909022841374e-14	Aque_Aqu2.1.41520-001;Scil_g10140	4.988517977277189e-10	5.963012473984281e-36	Aque_Aqu2.1.34863-001;Scil_g10140	7.856949568546215e-16	6.301139309833466e-34	Aque_Aqu2.1.41692-001;Scil_g11204	0.0001319903308633703	0.0008862786980164888	Aque_Aqu2.1.39626-001;Scil_g7130	0.0001575771709292537	1.1016928371962666e-49	Aque_Aqu2.1.15179-001;Scil_g9786	3.197697556694575e-06	2.518797255087445e-156	Aque_Aqu2.1.29382-001;Scil_g1622	3.2854407279747734e-26	1.6462482856037657e-14	Aque_Aqu2.1.18813-001;Scil_g2393	2.609938410873934e-08	8.000567264302671e-58	Aque_Aqu2.1.32600-001;Scil_g7070	9.637304403364936e-05	2.5530021738964385e-09
Aque_Aqu2.1.29076-001;Scil_g7064	1.6735204441251737e-27	1.868540122167865e-153	Aque_Aqu2.1.37082-001;Scil_g4929	2.1405282321111328e-32	9.60239209900516e-95	Aque_Aqu2.1.41621-001;Scil_g12515	1.7335877317951547e-90	1.2166743848115378e-69	Aque_Aqu2.1.14128-001;Scil_g9420	2.4522134152092073e-15	1.4091974360039661e-33				Aque_Aqu2.1.37297-001;Scil_g11238	1.461101636464387e-07	1.5303060410408876e-110	Aque_Aqu2.1.35499-001;Scil_g5104	1.2692762160706003e-88	1.0482033334351304e-18	Aque_Aqu2.1.28497-001;Scil_g12942	6.265744639493593e-06	1.585995620714019e-93	Aque_Aqu2.1.21078-001;Scil_g119	5.590581436452151e-38	6.863192564336938e-73	Aque_Aqu2.1.26492-001;Scil_g5399	1.6532666556167817e-07	1.9731790304626847e-08	Aque_Aqu2.1.38554-001;Scil_g12335	3.744897044029404e-35	0.007493583359543352	Aque_Aqu2.1.38599-001;Scil_g12238	5.762820718758276e-35	9.316586458395207e-08	Aque_Aqu2.1.42554-001;Scil_g7031	3.840681526736188e-28	4.194366854523239e-155	Aque_Aqu2.1.33928-001;Scil_g7064	1.7070164772059762e-09	7.495828822754004e-95	Aque_Aqu2.1.28647-001;Scil_g9745	3.257848752489315e-06	7.036545193911838e-73	Aque_Aqu2.1.37434-001;Scil_g7847	0.0038741541790312532	0.004892560510004324
Aque_Aqu2.1.41621-001;Scil_g12515	1.7335877317951547e-90	1.905911867978329e-158	Aque_Aqu2.1.38435-001;Scil_g2191	3.2496804617101288e-21	1.2017223918186125e-22	Aque_Aqu2.1.25405-001;Scil_g8992	2.7610085691748473e-15	7.941370503540358e-71	Aque_Aqu2.1.41621-001;Scil_g12515	1.7335877317951547e-90	6.643336805702089e-34				Aque_Aqu2.1.34441-001;Scil_g11974	7.219142937079096e-31	4.0962729918117245e-50	Aque_Aqu2.1.42687-001;Scil_g6294	6.214032193858466e-257	2.7765686066162216e-06	Aque_Aqu2.1.41892-001;Scil_g49	5.2142493076430264e-14	3.553367353846493e-191	Aque_Aqu2.1.28223-001;Scil_g2609	1.3844036382592803e-13	2.496564254222248e-24	Aque_Aqu2.1.32503-001;Scil_g4881	8.836422303727378e-40	1.843464637993519e-10	Aque_Aqu2.1.38390-001;Scil_g12335	3.283777108141531e-31	0.007493583359543352	Aque_Aqu2.1.37679-001;Scil_g13430	2.5248735557729913e-06	5.4415909022841374e-14	Aque_Aqu2.1.29076-001;Scil_g7064	3.633124956792878e-18	1.868540122167865e-153	Aque_Aqu2.1.29077-001;Scil_g7064	0.004321048201029846	7.495828822754004e-95	Aque_Aqu2.1.42605-001;Scil_g6036	5.904277517281949e-05	1.0858865140163846e-41	Aque_Aqu2.1.38447-001;Scil_g562	2.961210012609584e-09	0.0001826393915450304
Aque_Aqu2.1.28570-001;Scil_g1710	6.837768357397875e-22	2.628806610170429e-155	Aque_Aqu2.1.41892-001;Scil_g13004	8.326661223111995e-07	2.5514582754827525e-91	Aque_Aqu2.1.41892-001;Scil_g13004	8.326661223111995e-07	1.4319668162711407e-72	Aque_Aqu2.1.42554-001;Scil_g7031	1.8699626977627877e-30	7.211734322082738e-36				Aque_Aqu2.1.37791-001;Scil_g2050	1.6485373751166976e-100	0.00028651022064054156	Aque_Aqu2.1.36142-001;Scil_g11238	4.0505981920120795e-12	1.5303060410408876e-110	Aque_Aqu2.1.21015-001;Scil_g7598	4.488784099627258e-96	1.49324567379754e-38	Aque_Aqu2.1.43536-001;Scil_g3071	3.1456270560029736e-13	5.950482999888198e-18	Aque_Aqu2.1.41438-001;Scil_g11476	1.3946157227008942e-10	1.5912869916857179e-16	Aque_Aqu2.1.31586-001;Scil_g5477	1.7372787348993547e-40	0.0011470396479952396	Aque_Aqu2.1.39906-001;Scil_g5478	7.684364513065897e-17	1.5061464715015508e-67	Aque_Aqu2.1.26684-001;Scil_g1710	1.2107904022326297e-05	2.628806610170429e-155	Aque_Aqu2.1.24982-001;Scil_g13147	3.424663280936137e-07	1.412220224672763e-66	Aque_Aqu2.1.15179-001;Scil_g9786	3.197697556694575e-06	7.761919273215384e-72	Aque_Aqu2.1.37635-001;Scil_g9211	5.1667889193783503e-05	0.0009830428992045762
Aque_Aqu2.1.25405-001;Scil_g8992	2.7610085691748473e-15	8.555357015931187e-159	Aque_Aqu2.1.41892-001;Scil_g4223	8.326661223111995e-07	1.5956933083580732e-91	Aque_Aqu2.1.41892-001;Scil_g4223	8.326661223111995e-07	1.8920182027213295e-72	Aque_Aqu2.1.43324-001;Scil_g1731	1.2736071685647366e-11	3.0987903860952702e-15				Aque_Aqu2.1.38788-001;Scil_g6584	1.5275319100073675e-192	0.0020938094375824523	Aque_Aqu2.1.42686-001;Scil_g12714	1.8986749547921507e-211	1.5595193887192883e-11	Aque_Aqu2.1.22332-001;Scil_g13039	9.838828213524885e-12	1.875632303654956e-21	Aque_Aqu2.1.28495-001;Scil_g9850	4.458325986516477e-24	2.9609292285413797e-44	Aque_Aqu2.1.32997-001;Scil_g7052	0.0014512453190468815	8.35679866756388e-12	Aque_Aqu2.1.28294-001;Scil_g7865	1.3804396387632021e-27	3.664664448254886e-08	Aque_Aqu2.1.36291-001;Scil_g691	3.81031630506145e-10	4.8022704351922313e-132	Aque_Aqu2.1.34344-001;Scil_g7064	2.149882173753952e-14	1.868540122167865e-153	Aque_Aqu2.1.37082-001;Scil_g4929	4.576776467650785e-15	9.60239209900516e-95	Aque_Aqu2.1.28647-001;Scil_g9721	3.257848752489315e-06	9.75888753126917e-73	Aque_Aqu2.1.43639-001;Scil_g1012	0.00028629557758849385	8.589179127387453e-05
Aque_Aqu2.1.44221-001;Scil_g6803	2.4142643864291954e-16	8.511999104027974e-111	Aque_Aqu2.1.42605-001;Scil_g6036	9.509180868415106e-59	9.543654246405655e-43	Aque_Aqu2.1.29077-001;Scil_g7064	3.031435493306638e-15	3.3296478760382412e-71	Aque_Aqu2.1.34429-001;Scil_g5447	7.854915848010625e-74	2.6307706150736326e-34				Aque_Aqu2.1.33762-001;Scil_g750	4.6505914408627524e-58	0.0030488697490813794	Aque_Aqu2.1.42031-001;Scil_g11632	1.4112285612521125e-30	7.572150145002301e-05	Aque_Aqu2.1.17340-001;Scil_g12238	2.534616707284264e-07	9.316586458395207e-08	Aque_Aqu2.1.23245-001;Scil_g6060	2.527911622459719e-106	1.215893018835872e-11	Aque_Aqu2.1.33443-001;Scil_g6719	4.986367745258103e-05	1.7693134985060617e-86	Aque_Aqu2.1.08677-001;Scil_g13539	7.208488648075431e-16	1.120479600624893e-06	Aque_Aqu2.1.37679-001;Scil_g4524	2.5248735557729913e-06	1.2091609115166517e-12	Aque_Aqu2.1.28223-001;Scil_g13004	0.0001247782164728605	1.2012413441445896e-159	Aque_Aqu2.1.39916-001;Scil_g2323	2.9667398630381824e-15	1.3888922016851693e-92	Aque_Aqu2.1.42554-001;Scil_g7031	3.840681526736188e-28	3.3073374555540937e-72	Aque_Aqu2.1.38796-001;Scil_g9288	0.0059344289841183505	4.552906355960331e-05
Aque_Aqu2.1.41943-001;Scil_g1343	1.0016906815678531e-30	8.636732229779643e-06	Aque_Aqu2.1.34343-001;Scil_g7064	1.748816289030163e-11	7.495828822754004e-95	Aque_Aqu2.1.28570-001;Scil_g1710	6.837768357397875e-22	3.602405986873582e-60	Aque_Aqu2.1.41302-001;Scil_g863	3.049277438668542e-10	1.7990152269895066e-35				Aque_Aqu2.1.27322-001;Scil_g7993	2.337178416522055e-06	1.4979922799294725e-229	Aque_Aqu2.1.36394-001;Scil_g6856	2.851071199291618e-53	1.1403746684871432e-12	Aque_Aqu2.1.42680-001;Scil_g6734	0.00434990374509876	6.522593975599372e-130	Aque_Aqu2.1.21174-001;Scil_g10140	0.00021564884897657527	5.963012473984281e-36	Aque_Aqu2.1.23693-001;Scil_g7434	4.929849823506541e-05	0.0006548667855886955	Aque_Aqu2.1.23239-001;Scil_g12335	7.943361772072874e-20	0.007493583359543352	Aque_Aqu2.1.31168-001;Scil_g4052	8.099219744208458e-08	1.9221875447288312e-05	Aque_Aqu2.1.28223-001;Scil_g4223	0.0001247782164728605	9.873544239186389e-160	Aque_Aqu2.1.18813-001;Scil_g2393	2.609938410873934e-08	1.3930455674783426e-93	Aque_Aqu2.1.29382-001;Scil_g1622	3.2854407279747734e-26	2.8657403092356865e-08	Aque_Aqu2.1.40905-001;Scil_g208	3.920453627010159e-23	2.8004464112667096e-32
Aque_Aqu2.1.41892-001;Scil_g13004	8.326661223111995e-07	1.2012413441445896e-159	Aque_Aqu2.1.35741-001;Scil_g2323	0.00040754156009998287	1.3888922016851693e-92	Aque_Aqu2.1.29951-001;Scil_g9420	0.00022028134504872317	9.439730549261824e-70	Aque_Aqu2.1.29077-001;Scil_g7064	3.031435493306638e-15	3.4262948941657927e-34				Aque_Aqu2.1.07288-001;Scil_g7471	0.0003153131800253428	6.980756942552647e-53	Aque_Aqu2.1.41092-001;Scil_g12131	2.646540504612954e-90	2.2731884289040125e-05	Aque_Aqu2.1.36291-001;Scil_g691	7.062226031678519e-62	4.8022704351922313e-132	Aque_Aqu2.1.40044-001;Scil_g552	2.8322222814374473e-28	8.948556207135125e-95	Aque_Aqu2.1.23843-001;Scil_g10974	0.0006005866338388875	1.441560994436236e-15	Aque_Aqu2.1.38146-001;Scil_g12881	6.387586082111135e-11	3.163444423429948e-06	Aque_Aqu2.1.36501-001;Scil_g2434	9.233039663685265e-08	4.985682385220709e-44	Aque_Aqu2.1.39740-001;Scil_g2822	2.860462552437996e-15	3.047913131118781e-47	Aque_Aqu2.1.25578-001;Scil_g2191	0.005312301831445139	1.2017223918186125e-22	Aque_Aqu2.1.37095-001;Scil_g6036	6.317847330705973e-12	1.0858865140163846e-41	Aque_Aqu2.1.35500-001;Scil_g11946	3.736183748746556e-16	4.953971924373348e-05
Aque_Aqu2.1.41892-001;Scil_g4223	8.326661223111995e-07	9.873544239186389e-160	Aque_Aqu2.1.31586-001;Scil_g2493	6.035842798121547e-07	1.562110105586015e-93	Aque_Aqu2.1.43276-001;Scil_g4517	1.0182416073641277e-129	1.596873247019166e-10	Aque_Aqu2.1.25862-001;Scil_g9420	1.4164840831138878e-69	1.4091974360039661e-33				Aque_Aqu2.1.42686-001;Scil_g12714	1.0831814991309953e-189	1.5595193887192883e-11	Aque_Aqu2.1.11170-001;Scil_g7471	6.638703732775192e-08	6.980756942552647e-53	Aque_Aqu2.1.08677-001;Scil_g13539	7.208488648075431e-16	1.1694918522643926e-103	Aque_Aqu2.1.39916-001;Scil_g6383	2.688541540398142e-13	2.1392724040905424e-13	Aque_Aqu2.1.14002-001;Scil_g10143	0.009317328685041957	6.006612428003235e-05	Aque_Aqu2.1.41626-001;Scil_g10491	8.340392326773783e-11	0.00784271087426108	Aque_Aqu2.1.21015-001;Scil_g7598	1.2898436236055814e-74	1.49324567379754e-38	Aque_Aqu2.1.14128-001;Scil_g9420	0.0056228831372082165	1.1318386297750748e-155	Aque_Aqu2.1.15179-001;Scil_g9786	3.197697556694575e-06	1.8130557993007557e-88	Aque_Aqu2.1.36280-001;Scil_g11065	6.583859642625656e-05	5.117482119491709e-71	Aque_Aqu2.1.35500-001;Scil_g5104	3.736183748746556e-16	0.009759025009889422
Aque_Aqu2.1.35741-001;Scil_g2323	0.00040754156009998287	1.3142887755311866e-149	Aque_Aqu2.1.41892-001;Scil_g2609	8.326661223111995e-07	1.5111048112200333e-68	Aque_Aqu2.1.41892-001;Scil_g4335	8.326661223111995e-07	3.007251507353725e-67	Aque_Aqu2.1.15179-001;Scil_g9786	3.908744777047258e-23	9.501057620654009e-32				Aque_Aqu2.1.37150-001;Scil_g2050	7.36739128811137e-114	0.00028651022064054156	Aque_Aqu2.1.37297-001;Scil_g11399	0.0038503850914560953	1.546575633172773e-199	Aque_Aqu2.1.36501-001;Scil_g2434	4.0103739281320257e-07	4.985682385220709e-44	Aque_Aqu2.1.28489-001;Scil_g9850	1.2639077541595553e-28	2.9609292285413797e-44	Aque_Aqu2.1.38146-001;Scil_g10140	6.387586082111135e-11	6.301139309833466e-34	Aque_Aqu2.1.41190-001;Scil_g12335	3.070020325785256e-26	0.007493583359543352	Aque_Aqu2.1.36501-001;Scil_g16	9.233039663685265e-08	3.0780431385019944e-38	Aque_Aqu2.1.31586-001;Scil_g2493	1.891188349453035e-06	3.171133198751257e-158	Aque_Aqu2.1.37816-001;Scil_g2191	0.00680584638096658	1.2017223918186125e-22	Aque_Aqu2.1.43276-001;Scil_g4517	1.2417305666889384e-72	1.596873247019166e-10	Aque_Aqu2.1.40333-001;Scil_g13189	4.2780196620254543e-10	0.000657059696045219
Aque_Aqu2.1.29497-001;Scil_g1157	1.613969228591092e-36	2.322958709820274e-49	Aque_Aqu2.1.26684-001;Scil_g1710	5.16651150424784e-114	1.4260236395027158e-79	Aque_Aqu2.1.34344-001;Scil_g7064	4.469710923167695e-16	3.3296478760382412e-71	Aque_Aqu2.1.41892-001;Scil_g20	8.326661223111995e-07	5.2266324876012925e-31				Aque_Aqu2.1.30110-001;Scil_g12131	2.308865816166031e-15	2.2731884289040125e-05	Aque_Aqu2.1.27795-001;Scil_g1858	3.6771649435806557e-13	1.3255464112178313e-28	Aque_Aqu2.1.39626-001;Scil_g7130	3.934806432082639e-12	1.1016928371962666e-49	Aque_Aqu2.1.18919-001;Scil_g10086	3.781793541868298e-15	3.0338463385256324e-05	Aque_Aqu2.1.28940-001;Scil_g13459	0.0008919440334010753	1.5080458043278715e-08	Aque_Aqu2.1.37883-001;Scil_g7865	1.8087879056502434e-19	3.664664448254886e-08	Aque_Aqu2.1.21205-001;Scil_g13039	0.0009160057530922595	1.875632303654956e-21	Aque_Aqu2.1.42762-001;Scil_g1846	7.811805062921284e-23	6.578026877377834e-99	Aque_Aqu2.1.39672-001;Scil_g1846	4.853247615656722e-15	3.7072688851209574e-77	Aque_Aqu2.1.28223-001;Scil_g13004	0.0001247782164728605	1.4319668162711407e-72	Aque_Aqu2.1.40333-001;Scil_g5233	4.2780196620254543e-10	5.527402714051699e-08
