Aque_1;Scil_13	Aque_1;Scil_13_pval1	Aque_1;Scil_13_pval2	Aque_1;Scil_16	Aque_1;Scil_16_pval1	Aque_1;Scil_16_pval2	Aque_1;Scil_2	Aque_1;Scil_2_pval1	Aque_1;Scil_2_pval2	Aque_1;Scil_3	Aque_1;Scil_3_pval1	Aque_1;Scil_3_pval2	Aque_1;Scil_4	Aque_1;Scil_4_pval1	Aque_1;Scil_4_pval2	Aque_1;Scil_9	Aque_1;Scil_9_pval1	Aque_1;Scil_9_pval2	Aque_11;Scil_20	Aque_11;Scil_20_pval1	Aque_11;Scil_20_pval2	Aque_12;Scil_20	Aque_12;Scil_20_pval1	Aque_12;Scil_20_pval2	Aque_13;Scil_7	Aque_13;Scil_7_pval1	Aque_13;Scil_7_pval2	Aque_18;Scil_8	Aque_18;Scil_8_pval1	Aque_18;Scil_8_pval2	Aque_2;Scil_2	Aque_2;Scil_2_pval1	Aque_2;Scil_2_pval2	Aque_25;Scil_20	Aque_25;Scil_20_pval1	Aque_25;Scil_20_pval2	Aque_3;Scil_10	Aque_3;Scil_10_pval1	Aque_3;Scil_10_pval2	Aque_5;Scil_1	Aque_5;Scil_1_pval1	Aque_5;Scil_1_pval2	Aque_5;Scil_10	Aque_5;Scil_10_pval1	Aque_5;Scil_10_pval2	Aque_5;Scil_14	Aque_5;Scil_14_pval1	Aque_5;Scil_14_pval2	Aque_5;Scil_15	Aque_5;Scil_15_pval1	Aque_5;Scil_15_pval2	Aque_5;Scil_7	Aque_5;Scil_7_pval1	Aque_5;Scil_7_pval2	Aque_6;Scil_2	Aque_6;Scil_2_pval1	Aque_6;Scil_2_pval2	Aque_7;Scil_20	Aque_7;Scil_20_pval1	Aque_7;Scil_20_pval2	Aque_7;Scil_28	Aque_7;Scil_28_pval1	Aque_7;Scil_28_pval2	Aque_8;Scil_24	Aque_8;Scil_24_pval1	Aque_8;Scil_24_pval2
																		Aque_Aqu2.1.44280-001;Scil_g11800	2.1917401440563886e-09	5.9411453070139785e-53	Aque_Aqu2.1.28223-001;Scil_g6719	0.0004884506823151917	2.9062213286051093e-186	Aque_Aqu2.1.15787-001;Scil_g8438	7.702807312175835e-15	5.6658914097535356e-114				Aque_Aqu2.1.10425-001;Scil_g8416	3.14164597159274e-11	1.0990021965478772e-20	Aque_Aqu2.1.43674-001;Scil_g5780	0.0023742943428943317	8.075077859503192e-13	Aque_Aqu2.1.23385-001;Scil_g11542	8.68853468282305e-20	7.270949500975078e-169	Aque_Aqu2.1.40739-001;Scil_g2647	5.640772212415676e-65	2.710163348913708e-205	Aque_Aqu2.1.22254-001;Scil_g899	3.0864560071654486e-66	8.135971964112676e-147	Aque_Aqu2.1.40739-001;Scil_g2647	5.640772212415676e-65	2.4210806666174052e-63	Aque_Aqu2.1.42554-001;Scil_g7027	2.1096427148863303e-17	1.2002006349321864e-39	Aque_Aqu2.1.43341-001;Scil_g4752	1.8170121032769314e-52	1.0966029627051676e-120				Aque_Aqu2.1.40997-001;Scil_g8299	2.5895788732488268e-61	2.853727454281813e-12	Aque_Aqu2.1.39671-001;Scil_g1581	1.0833434816786865e-17	1.128910966587956e-63	Aque_Aqu2.1.33740-001;Scil_g9293	9.027022604233648e-17	2.4492817883719566e-122
																		Aque_Aqu2.1.41331-001;Scil_g480	0.0011322741348054177	0.009624626957442097	Aque_Aqu2.1.39740-001;Scil_g5976	3.151211178705549e-13	7.832955113633625e-06	Aque_Aqu2.1.33740-001;Scil_g9293	6.922520583153189e-22	1.848905501105324e-135				Aque_Aqu2.1.04817-001;Scil_g1572	0.004382113929430925	2.1762474594491185e-05	Aque_Aqu2.1.40044-001;Scil_g552	0.007519970546069811	1.202444248862245e-07	Aque_Aqu2.1.43341-001;Scil_g4752	6.79991412964261e-41	2.0673769055725418e-169	Aque_Aqu2.1.44138-001;Scil_g7102	3.8562754919885587e-45	1.717819657259668e-184	Aque_Aqu2.1.38191-001;Scil_g1960	1.7868189428044097e-31	5.229783324829319e-159	Aque_Aqu2.1.44167-001;Scil_g6323	1.1590161003968925e-62	1.2685784876928173e-74	Aque_Aqu2.1.44118-001;Scil_g12540	1.5915215552199437e-62	8.70428356632836e-63	Aque_Aqu2.1.34241-001;Scil_g8844	1.4560325607056229e-64	8.598935866062354e-137				Aque_Aqu2.1.42703-001;Scil_g307	6.06722132523195e-07	1.0899903048270169e-41	Aque_Aqu2.1.44221-001;Scil_g10508	1.4172045418007112e-59	3.851059575050027e-121	Aque_Aqu2.1.44138-001;Scil_g7102	4.2202309982207985e-16	2.4329756369163848e-139
																		Aque_Aqu2.1.30867-001;Scil_g5780	8.129903806807958e-08	8.075077859503192e-13	Aque_Aqu2.1.41892-001;Scil_g6719	0.004225638536279294	2.9062213286051093e-186	Aque_Aqu2.1.43341-001;Scil_g4752	5.639711238052994e-23	1.0966029627051676e-120										Aque_Aqu2.1.34241-001;Scil_g8844	9.082813489944822e-64	2.07757562715874e-158	Aque_Aqu2.1.24541-001;Scil_g5248	5.934327217092841e-72	9.184157074467191e-224	Aque_Aqu2.1.18283-001;Scil_g8502	2.827310778620294e-50	2.2432094135289236e-151	Aque_Aqu2.1.43309-001;Scil_g2223	7.090314249955756e-76	1.5626538048413212e-58	Aque_Aqu2.1.33925-001;Scil_g8322	6.027927765517013e-60	1.8513224425020405e-70	Aque_Aqu2.1.25682-001;Scil_g12596	2.1894606762539334e-59	3.13015728695144e-135				Aque_Aqu2.1.21015-001;Scil_g12721	4.1132400946604663e-78	8.54858194858048e-177	Aque_Aqu2.1.43995-001;Scil_g7247	0.00015576922264211554	2.0760098211877804e-44	Aque_Aqu2.1.40739-001;Scil_g2647	1.9483012125359655e-20	5.136824972057981e-127
																		Aque_Aqu2.1.34140-001;Scil_g5780	3.799990549745622e-11	8.075077859503192e-13	Aque_Aqu2.1.39905-001;Scil_g2366	3.312506515569686e-11	9.948958101772902e-184	Aque_Aqu2.1.28091-001;Scil_g3361	2.8317668034155012e-28	2.57182664165895e-128										Aque_Aqu2.1.32585-001;Scil_g3331	1.9219087936863268e-56	2.953009188539543e-156	Aque_Aqu2.1.44118-001;Scil_g12540	1.5915215552199437e-62	5.833358501089767e-182	Aque_Aqu2.1.28647-001;Scil_g9720	1.0872990959086427e-71	7.310017971205648e-163	Aque_Aqu2.1.31383-001;Scil_g5475	2.2954183694801987e-34	3.0351770064971186e-97	Aque_Aqu2.1.25682-001;Scil_g12596	2.1894606762539334e-59	1.4576986891755845e-67	Aque_Aqu2.1.28647-001;Scil_g9720	1.0872990959086427e-71	1.2868940109952086e-152				Aque_Aqu2.1.21078-001;Scil_g119	2.7500390076998657e-23	2.2662330447243323e-31	Aque_Aqu2.1.24884-001;Scil_g297	2.633148005086742e-29	9.656375381917561e-17	Aque_Aqu2.1.34241-001;Scil_g8844	3.578720923538497e-17	1.3830335720370416e-141
																		Aque_Aqu2.1.25769-001;Scil_g428	0.0053561566368496485	1.0174043620730253e-33	Aque_Aqu2.1.41049-001;Scil_g130	8.696136226444e-49	3.038769567278182e-97	Aque_Aqu2.1.41635-001;Scil_g12565	8.705447815727913e-19	2.3363662739066283e-111										Aque_Aqu2.1.18283-001;Scil_g8502	1.764588958522722e-34	2.2432094135289236e-151	Aque_Aqu2.1.43341-001;Scil_g4752	1.8170121032769314e-52	3.6062035799832598e-217	Aque_Aqu2.1.30395-001;Scil_g3084	4.366519931586715e-06	7.926059131332688e-151	Aque_Aqu2.1.15787-001;Scil_g8438	7.262197228419359e-18	1.7338273445857708e-72	Aque_Aqu2.1.34429-001;Scil_g10557	4.70494708232845e-20	5.684809804901895e-72	Aque_Aqu2.1.32585-001;Scil_g3331	2.4182922292408123e-65	7.42439933092963e-142				Aque_Aqu2.1.28489-001;Scil_g4190	2.9498179438264247e-16	1.4526739381398871e-05	Aque_Aqu2.1.24884-001;Scil_g5407	2.633148005086742e-29	4.689411822526514e-38	Aque_Aqu2.1.25378-001;Scil_g10648	3.182798592648183e-15	6.0944796742108695e-130
																		Aque_Aqu2.1.01979-001;Scil_g9833	0.00792143831352174	6.653644107680496e-07	Aque_Aqu2.1.40997-001;Scil_g8299	5.9177145376559426e-08	2.853727454281813e-12	Aque_Aqu2.1.34241-001;Scil_g8844	4.576650922881631e-26	8.598935866062354e-137										Aque_Aqu2.1.44167-001;Scil_g6323	1.857079857016074e-39	3.6475049149860968e-174	Aque_Aqu2.1.40908-001;Scil_g10622	5.5256955384119176e-61	1.7332811683782205e-197	Aque_Aqu2.1.43341-001;Scil_g4752	1.8170121032769314e-52	2.0673769055725418e-169	Aque_Aqu2.1.32585-001;Scil_g3331	2.4182922292408123e-65	6.424101432066253e-66	Aque_Aqu2.1.32585-001;Scil_g3331	2.4182922292408123e-65	5.356523349831393e-69	Aque_Aqu2.1.28091-001;Scil_g3361	5.62894813708745e-55	2.57182664165895e-128				Aque_Aqu2.1.17717-001;Scil_g6241	0.005797488385890602	3.02949917376751e-52	Aque_Aqu2.1.22423-001;Scil_g4454	0.005027827922127743	1.4238794793202459e-11	Aque_Aqu2.1.18283-001;Scil_g8502	1.6548464643822033e-14	2.190168559660769e-139
																					Aque_Aqu2.1.40413-001;Scil_g7126	1.1530905553603384e-25	2.191020141787556e-174	Aque_Aqu2.1.32585-001;Scil_g3331	2.9437606247712557e-27	7.42439933092963e-142										Aque_Aqu2.1.34429-001;Scil_g10557	6.441766976224729e-17	2.7724764604632805e-128	Aque_Aqu2.1.42789-001;Scil_g6184	1.2639182154503181e-79	3.6522866491868463e-268	Aque_Aqu2.1.34241-001;Scil_g8844	1.4560325607056229e-64	2.07757562715874e-158	Aque_Aqu2.1.26684-001;Scil_g9100	1.5638574268600387e-53	6.02162438020595e-123	Aque_Aqu2.1.34429-001;Scil_g1131	4.70494708232845e-20	8.63192508826328e-56	Aque_Aqu2.1.37974-001;Scil_g13124	6.094716138194501e-15	6.8826285325766285e-130				Aque_Aqu2.1.39919-001;Scil_g2615	7.073051772744524e-08	1.2850429709161183e-25	Aque_Aqu2.1.21078-001;Scil_g119	2.7500390076998657e-23	1.3623810224538596e-69	Aque_Aqu2.1.41892-001;Scil_g4223	7.446491649011122e-09	1.9268973967665987e-150
																					Aque_Aqu2.1.41049-001;Scil_g13539	8.696136226444e-49	3.2137585698642266e-123	Aque_Aqu2.1.22710-001;Scil_g8427	8.493887457062502e-27	6.170621570223789e-101										Aque_Aqu2.1.27559-001;Scil_g13584	1.7244547516014828e-25	6.878801991793587e-166	Aque_Aqu2.1.34429-001;Scil_g1131	4.70494708232845e-20	1.68486557964031e-213	Aque_Aqu2.1.28091-001;Scil_g3361	5.62894813708745e-55	3.1694815546622253e-158	Aque_Aqu2.1.43341-001;Scil_g4752	1.8170121032769314e-52	6.184759906117721e-80	Aque_Aqu2.1.37974-001;Scil_g13124	6.094716138194501e-15	7.064631373595451e-75	Aque_Aqu2.1.43309-001;Scil_g2223	7.090314249955756e-76	9.174614163292671e-123				Aque_Aqu2.1.37426-001;Scil_g307	0.0017652084016930656	1.0899903048270169e-41	Aque_Aqu2.1.37486-001;Scil_g4454	0.0012450052678579827	1.4238794793202459e-11	Aque_Aqu2.1.27559-001;Scil_g13584	6.765840234175136e-18	6.724353073477704e-141
																					Aque_Aqu2.1.21015-001;Scil_g7598	1.2326306898040926e-40	1.0316136630632663e-56	Aque_Aqu2.1.40908-001;Scil_g10622	5.406746214458991e-24	4.379267899854331e-127										Aque_Aqu2.1.23379-001;Scil_g11542	1.491137087709991e-11	7.270949500975078e-169	Aque_Aqu2.1.42554-001;Scil_g7027	2.1096427148863303e-17	2.2662139570649048e-57	Aque_Aqu2.1.32585-001;Scil_g3331	2.4182922292408123e-65	2.953009188539543e-156	Aque_Aqu2.1.25682-001;Scil_g12596	2.1894606762539334e-59	5.461700075422386e-69	Aque_Aqu2.1.40739-001;Scil_g2647	5.640772212415676e-65	9.019673846657847e-70	Aque_Aqu2.1.44167-001;Scil_g6323	1.1590161003968925e-62	6.615669001932877e-124				Aque_Aqu2.1.21015-001;Scil_g7598	4.1132400946604663e-78	1.0316136630632663e-56	Aque_Aqu2.1.40044-001;Scil_g552	1.6321074917043165e-17	7.374919216586129e-83	Aque_Aqu2.1.40409-001;Scil_g9552	3.88241725632678e-15	1.6549301357298804e-142
																					Aque_Aqu2.1.33928-001;Scil_g119	5.781718252816511e-10	2.2662330447243323e-31	Aque_Aqu2.1.29989-001;Scil_g1960	8.192985683235581e-29	6.306552480614765e-130										Aque_Aqu2.1.26243-001;Scil_g10351	1.7415777633555804e-15	7.08398866832892e-149	Aque_Aqu2.1.34429-001;Scil_g10557	4.70494708232845e-20	2.4252608187353288e-213	Aque_Aqu2.1.41635-001;Scil_g12565	1.2918618241681008e-43	4.447441707168477e-141	Aque_Aqu2.1.40908-001;Scil_g10622	5.5256955384119176e-61	3.322863946791369e-65	Aque_Aqu2.1.26684-001;Scil_g9100	1.5638574268600387e-53	4.5024897142541e-103	Aque_Aqu2.1.34429-001;Scil_g1131	4.70494708232845e-20	4.1597926953620487e-103				Aque_Aqu2.1.39740-001;Scil_g5976	7.407284102228224e-09	7.832955113633625e-06	Aque_Aqu2.1.39919-001;Scil_g2615	7.073051772744524e-08	1.6728929040279154e-87	Aque_Aqu2.1.41635-001;Scil_g12565	1.5816464886509988e-18	3.9076127707410365e-126
																					Aque_Aqu2.1.40044-001;Scil_g552	4.462304584094697e-06	1.202444248862245e-07	Aque_Aqu2.1.38354-001;Scil_g2690	2.0734392082751323e-23	6.280257465976477e-132										Aque_Aqu2.1.41635-001;Scil_g12565	5.40544559197383e-38	4.447441707168477e-141	Aque_Aqu2.1.38354-001;Scil_g2690	2.2134121108487764e-67	8.38465212710001e-178	Aque_Aqu2.1.40409-001;Scil_g9552	6.275386168116754e-52	3.799246804070475e-165	Aque_Aqu2.1.40409-001;Scil_g9552	6.275386168116754e-52	3.929892712684242e-74	Aque_Aqu2.1.18283-001;Scil_g8502	2.827310778620294e-50	6.574899579449861e-69	Aque_Aqu2.1.41635-001;Scil_g12565	1.2918618241681008e-43	2.3363662739066283e-111				Aque_Aqu2.1.40413-001;Scil_g7126	5.4966834591501504e-24	2.191020141787556e-174	Aque_Aqu2.1.41012-001;Scil_g10508	0.002050968053999798	3.851059575050027e-121	Aque_Aqu2.1.41892-001;Scil_g13004	7.446491649011122e-09	8.305332241445597e-151
																					Aque_Aqu2.1.21078-001;Scil_g119	3.0180283944796927e-05	2.2662330447243323e-31	Aque_Aqu2.1.33925-001;Scil_g8322	1.969861385869921e-28	7.958567284299709e-134										Aque_Aqu2.1.44014-001;Scil_g8313	8.382757510879616e-43	6.323963500206006e-147	Aque_Aqu2.1.28091-001;Scil_g3361	5.62894813708745e-55	8.789617725297002e-195	Aque_Aqu2.1.23379-001;Scil_g11542	5.27987100999598e-13	7.270949500975078e-169	Aque_Aqu2.1.37818-001;Scil_g5248	1.9445573766196906e-29	1.0532875804502493e-85	Aque_Aqu2.1.28091-001;Scil_g3361	5.62894813708745e-55	4.133807291202378e-65	Aque_Aqu2.1.44118-001;Scil_g12540	1.5915215552199437e-62	2.369068237000081e-91				Aque_Aqu2.1.39774-001;Scil_g6241	5.638791208811452e-05	3.02949917376751e-52	Aque_Aqu2.1.43989-001;Scil_g7247	0.0017420788902323485	2.0760098211877804e-44	Aque_Aqu2.1.38546-001;Scil_g13572	5.159877634485885e-23	2.8512104660799104e-135
																					Aque_Aqu2.1.44280-001;Scil_g11800	8.0578051133723e-14	5.9411453070139785e-53	Aque_Aqu2.1.38546-001;Scil_g13572	6.6439403024793785e-21	3.124360708919214e-121										Aque_Aqu2.1.12657-001;Scil_g9127	5.6217998739647424e-46	2.5506687612283145e-138	Aque_Aqu2.1.38191-001;Scil_g1960	1.7868189428044097e-31	3.8411450141462353e-180	Aque_Aqu2.1.37818-001;Scil_g5248	1.9445573766196906e-29	2.327018957595338e-155	Aque_Aqu2.1.42789-001;Scil_g6184	1.2639182154503181e-79	3.746034577714982e-136	Aque_Aqu2.1.42789-001;Scil_g6184	1.2639182154503181e-79	2.0437623425766398e-95	Aque_Aqu2.1.40409-001;Scil_g9552	6.275386168116754e-52	2.9485198006204135e-136				Aque_Aqu2.1.43674-001;Scil_g5780	1.7233666356549573e-12	8.075077859503192e-13	Aque_Aqu2.1.29077-001;Scil_g119	4.596995468254181e-06	1.3623810224538596e-69	Aque_Aqu2.1.32585-001;Scil_g3331	1.5732543266172245e-20	2.914249922030815e-142
																					Aque_Aqu2.1.31551-001;Scil_g5780	0.00024229270712042373	8.075077859503192e-13	Aque_Aqu2.1.34429-001;Scil_g1131	1.583993570630736e-07	4.1597926953620487e-103										Aque_Aqu2.1.25682-001;Scil_g12596	2.7693074373676114e-43	7.639374158264267e-168	Aque_Aqu2.1.18283-001;Scil_g8502	2.827310778620294e-50	4.329584583627883e-199	Aque_Aqu2.1.44118-001;Scil_g12540	1.5915215552199437e-62	9.886037713185308e-140	Aque_Aqu2.1.44118-001;Scil_g12540	1.5915215552199437e-62	9.388739417488661e-59	Aque_Aqu2.1.27559-001;Scil_g13584	1.2565950443028818e-30	4.1750126703165807e-60	Aque_Aqu2.1.37818-001;Scil_g5248	1.9445573766196906e-29	1.8229917120391009e-116				Aque_Aqu2.1.40044-001;Scil_g552	1.6321074917043165e-17	1.202444248862245e-07	Aque_Aqu2.1.33928-001;Scil_g119	2.9486038036420885e-10	1.3623810224538596e-69	Aque_Aqu2.1.44167-001;Scil_g6323	2.874964918639932e-21	1.6132222769508814e-137
																					Aque_Aqu2.1.43674-001;Scil_g5780	0.005674891453238858	8.075077859503192e-13	Aque_Aqu2.1.44014-001;Scil_g8313	5.576476527063101e-27	2.2157589528200856e-109										Aque_Aqu2.1.37747-001;Scil_g13124	1.7777888688014045e-47	1.440043622425943e-159	Aque_Aqu2.1.41635-001;Scil_g12565	1.2918618241681008e-43	2.096023399464424e-227	Aque_Aqu2.1.34429-001;Scil_g10557	4.70494708232845e-20	2.7724764604632805e-128	Aque_Aqu2.1.28091-001;Scil_g3361	5.62894813708745e-55	1.011357823052085e-70	Aque_Aqu2.1.24541-001;Scil_g5248	5.934327217092841e-72	2.278276307296944e-93	Aque_Aqu2.1.44014-001;Scil_g8313	8.11838618589549e-64	2.2157589528200856e-109				Aque_Aqu2.1.33928-001;Scil_g119	2.9486038036420885e-10	2.2662330447243323e-31	Aque_Aqu2.1.34140-001;Scil_g5780	7.558490843844847e-18	1.7124136431645906e-51	Aque_Aqu2.1.07543-001;Scil_g9250	5.550702556126759e-18	5.271924765515633e-138
																					Aque_Aqu2.1.29076-001;Scil_g119	3.7693708153053533e-13	2.2662330447243323e-31	Aque_Aqu2.1.40409-001;Scil_g9552	5.0992699810482975e-20	2.9485198006204135e-136										Aque_Aqu2.1.22254-001;Scil_g899	4.115687146488348e-40	8.135971964112676e-147	Aque_Aqu2.1.40409-001;Scil_g9552	6.275386168116754e-52	1.8227180675931493e-190	Aque_Aqu2.1.40908-001;Scil_g10622	5.5256955384119176e-61	6.338822533726596e-157	Aque_Aqu2.1.41635-001;Scil_g12565	1.2918618241681008e-43	7.039873469065043e-72	Aque_Aqu2.1.37747-001;Scil_g13124	2.393728600122621e-67	7.064631373595451e-75	Aque_Aqu2.1.44322-001;Scil_g8502	3.949705092162152e-06	6.847087816941289e-126				Aque_Aqu2.1.24884-001;Scil_g5407	2.633148005086742e-29	1.227686137985719e-08	Aque_Aqu2.1.30867-001;Scil_g5780	2.2178060027007063e-15	1.7124136431645906e-51	Aque_Aqu2.1.41621-001;Scil_g12515	2.3555508008215147e-21	7.1391131449806045e-152
																					Aque_Aqu2.1.24884-001;Scil_g5407	2.9470520268098417e-09	1.227686137985719e-08	Aque_Aqu2.1.44118-001;Scil_g12540	3.31345932609524e-27	2.369068237000081e-91										Aque_Aqu2.1.40409-001;Scil_g9552	3.7304464325683256e-37	3.799246804070475e-165	Aque_Aqu2.1.06465-001;Scil_g13584	4.862108642372803e-06	3.6585541820476346e-190	Aque_Aqu2.1.21796-001;Scil_g6646	3.083447922698033e-55	6.79722916540545e-161	Aque_Aqu2.1.44138-001;Scil_g7102	3.8562754919885587e-45	1.1382437728909706e-64	Aque_Aqu2.1.43341-001;Scil_g4752	1.8170121032769314e-52	4.230582796617626e-76	Aque_Aqu2.1.40908-001;Scil_g10622	5.5256955384119176e-61	4.379267899854331e-127				Aque_Aqu2.1.44280-001;Scil_g11800	2.297214256703678e-18	5.9411453070139785e-53	Aque_Aqu2.1.28510-001;Scil_g1202	2.210677947147033e-17	2.2979910994541295e-89	Aque_Aqu2.1.29989-001;Scil_g1960	2.657929798257924e-22	3.2286928073300084e-140
																					Aque_Aqu2.1.20342-001;Scil_g6013	8.009723868184616e-27	0.0005720082909392913	Aque_Aqu2.1.43309-001;Scil_g2223	9.917272198490072e-25	9.174614163292671e-123										Aque_Aqu2.1.15787-001;Scil_g8438	2.69155187562114e-12	1.033645134557843e-140	Aque_Aqu2.1.21796-001;Scil_g6646	3.083447922698033e-55	1.3993094756793536e-177	Aque_Aqu2.1.43309-001;Scil_g2223	7.090314249955756e-76	4.3204846775651536e-154	Aque_Aqu2.1.29050-001;Scil_g13035	9.99776343746566e-60	1.122946902103699e-57	Aque_Aqu2.1.12657-001;Scil_g9127	4.5771179824855065e-58	6.862518484939717e-61	Aque_Aqu2.1.18283-001;Scil_g8502	2.827310778620294e-50	6.847087816941289e-126				Aque_Aqu2.1.34344-001;Scil_g119	2.2077011597117694e-28	2.2662330447243323e-31	Aque_Aqu2.1.39774-001;Scil_g6241	5.638791208811452e-05	8.13400126756962e-59	Aque_Aqu2.1.21796-001;Scil_g6646	2.6265998682772085e-23	3.2517818702365636e-142
																					Aque_Aqu2.1.23371-001;Scil_g9815	1.4954229980737373e-05	0.0010678210337600475	Aque_Aqu2.1.18692-001;Scil_g3716	3.056424247644757e-28	2.924003797643012e-102										Aque_Aqu2.1.30395-001;Scil_g3084	0.003308530400799131	7.926059131332688e-151	Aque_Aqu2.1.44167-001;Scil_g6323	1.1590161003968925e-62	7.433823139731406e-183	Aque_Aqu2.1.34429-001;Scil_g1131	4.70494708232845e-20	7.382119610847348e-59	Aque_Aqu2.1.24541-001;Scil_g5248	5.934327217092841e-72	1.0532875804502493e-85	Aque_Aqu2.1.44167-001;Scil_g6323	1.1590161003968925e-62	1.9275694597716134e-73	Aque_Aqu2.1.33925-001;Scil_g8322	6.027927765517013e-60	7.958567284299709e-134				Aque_Aqu2.1.29076-001;Scil_g119	1.3354015920421836e-16	2.2662330447243323e-31	Aque_Aqu2.1.42204-001;Scil_g4454	0.002554280688801073	1.4238794793202459e-11	Aque_Aqu2.1.41195-001;Scil_g8806	1.1974582769296736e-21	2.2169537854916817e-147
																					Aque_Aqu2.1.29497-001;Scil_g8135	1.0107484940545462e-35	6.553039098870591e-124	Aque_Aqu2.1.28816-001;Scil_g12156	2.5199533125983826e-25	7.58545683046066e-123										Aque_Aqu2.1.40908-001;Scil_g10622	7.766441142207918e-40	6.338822533726596e-157	Aque_Aqu2.1.34241-001;Scil_g8844	1.4560325607056229e-64	2.82615707213856e-178	Aque_Aqu2.1.15787-001;Scil_g8438	7.262197228419359e-18	1.033645134557843e-140	Aque_Aqu2.1.06465-001;Scil_g13584	4.862108642372803e-06	2.1609373932730283e-69	Aque_Aqu2.1.44138-001;Scil_g7102	3.8562754919885587e-45	1.635209772088287e-57	Aque_Aqu2.1.29989-001;Scil_g1960	1.925747833113352e-52	6.306552480614765e-130				Aque_Aqu2.1.30867-001;Scil_g5780	2.2178060027007063e-15	8.075077859503192e-13	Aque_Aqu2.1.34344-001;Scil_g119	2.2077011597117694e-28	1.3623810224538596e-69	Aque_Aqu2.1.41034-001;Scil_g10109	6.951328331469252e-16	3.4829287635336846e-146
																					Aque_Aqu2.1.43276-001;Scil_g9048	3.446637853073255e-26	0.0006816163843164766	Aque_Aqu2.1.43837-001;Scil_g11217	2.7445382105068135e-22	3.0300660819734227e-109										Aque_Aqu2.1.28816-001;Scil_g12156	7.435679634743047e-51	2.863278841264775e-151	Aque_Aqu2.1.25378-001;Scil_g10648	5.911304400018136e-31	2.3400360247395093e-204	Aque_Aqu2.1.44167-001;Scil_g6323	1.1590161003968925e-62	3.6475049149860968e-174	Aque_Aqu2.1.18283-001;Scil_g8502	2.827310778620294e-50	8.198007530054436e-60	Aque_Aqu2.1.31383-001;Scil_g5475	2.2954183694801987e-34	9.475761741841123e-100	Aque_Aqu2.1.38354-001;Scil_g2690	2.2134121108487764e-67	6.280257465976477e-132				Aque_Aqu2.1.08677-001;Scil_g12359	2.4844325760382654e-06	1.3366848353291036e-17	Aque_Aqu2.1.34343-001;Scil_g119	1.5214560898974503e-16	1.3623810224538596e-69	Aque_Aqu2.1.25682-001;Scil_g12596	1.0714951267751171e-15	7.235802197841815e-133
																					Aque_Aqu2.1.29077-001;Scil_g119	0.004435325589982778	2.2662330447243323e-31	Aque_Aqu2.1.37818-001;Scil_g5248	3.9378155741887766e-08	1.8229917120391009e-116										Aque_Aqu2.1.21796-001;Scil_g6646	2.768814846554846e-35	6.79722916540545e-161	Aque_Aqu2.1.26684-001;Scil_g9100	1.5638574268600387e-53	8.119309318280844e-257	Aque_Aqu2.1.29989-001;Scil_g1960	1.925747833113352e-52	5.229783324829319e-159	Aque_Aqu2.1.23379-001;Scil_g11542	5.27987100999598e-13	1.5936382233077245e-73	Aque_Aqu2.1.41635-001;Scil_g12565	1.2918618241681008e-43	6.46552971936543e-78	Aque_Aqu2.1.38546-001;Scil_g13572	1.0671613374836573e-52	3.124360708919214e-121				Aque_Aqu2.1.08677-001;Scil_g130	2.4844325760382654e-06	3.038769567278182e-97	Aque_Aqu2.1.31551-001;Scil_g5780	3.9674415973606416e-07	1.7124136431645906e-51	Aque_Aqu2.1.28091-001;Scil_g3361	1.38010152808325e-16	1.6865584402560354e-132
																					Aque_Aqu2.1.40905-001;Scil_g8135	4.820080788969451e-15	6.553039098870591e-124	Aque_Aqu2.1.44167-001;Scil_g6323	9.161772165192705e-21	6.615669001932877e-124										Aque_Aqu2.1.28647-001;Scil_g9720	8.947102136336604e-42	7.310017971205648e-163	Aque_Aqu2.1.15787-001;Scil_g8438	7.262197228419359e-18	2.4448447222526423e-204	Aque_Aqu2.1.38354-001;Scil_g2690	2.2134121108487764e-67	1.4801592141196945e-159	Aque_Aqu2.1.34429-001;Scil_g10557	4.70494708232845e-20	1.801111280316026e-73	Aque_Aqu2.1.34241-001;Scil_g8844	1.4560325607056229e-64	6.2035480416126905e-59	Aque_Aqu2.1.22710-001;Scil_g8427	4.8151972413303454e-54	6.170621570223789e-101				Aque_Aqu2.1.31551-001;Scil_g5780	3.9674415973606416e-07	8.075077859503192e-13	Aque_Aqu2.1.38560-001;Scil_g10147	1.5341007065601886e-12	2.8155538420449976e-98	Aque_Aqu2.1.33925-001;Scil_g8322	6.638500048969877e-18	5.565533061090922e-143
